fund,quarter,sector,weight
AC,2009Q4,Consumer Discretionary,0.1841
AC,2009Q4,Financials,0.3982
AC,2009Q4,Industrials,0.0029
AC,2009Q4,Real Estate,0.2942
AC,2009Q4,Unknown,0.1165
AC,2010Q1,Consumer Discretionary,0.2324
AC,2010Q1,Consumer Staples,0.027200000000000002
AC,2010Q1,Financials,0.3759
AC,2010Q1,Real Estate,0.2351
AC,2010Q1,Unknown,0.0797
AC,2010Q2,Consumer Discretionary,0.2185
AC,2010Q2,Consumer Staples,0.07629999999999999
AC,2010Q2,Financials,0.3372
AC,2010Q2,Real Estate,0.2266
AC,2010Q2,Unknown,0.0641
AC,2010Q3,Consumer Discretionary,0.224
AC,2010Q3,Consumer Staples,0.0789
AC,2010Q3,Financials,0.3379
AC,2010Q3,Real Estate,0.25
AC,2010Q3,Unknown,0.0477
AC,2010Q4,Consumer Discretionary,0.2203
AC,2010Q4,Consumer Staples,0.07519999999999999
AC,2010Q4,Financials,0.3609
AC,2010Q4,Healthcare,0.0092
AC,2010Q4,Real Estate,0.253
AC,2010Q4,Unknown,0.0335
AC,2011Q1,Consumer Discretionary,0.2276
AC,2011Q1,Consumer Staples,0.0797
AC,2011Q1,Financials,0.3612
AC,2011Q1,Healthcare,0.008
AC,2011Q1,Real Estate,0.24639999999999998
AC,2011Q1,Unknown,0.0376
AC,2011Q2,Consumer Discretionary,0.263
AC,2011Q2,Consumer Staples,0.0886
AC,2011Q2,Financials,0.3596
AC,2011Q2,Healthcare,0.0157
AC,2011Q2,Real Estate,0.2098
AC,2011Q2,Unknown,0.0252
AC,2011Q3,Consumer Discretionary,0.2595
AC,2011Q3,Consumer Staples,0.1015
AC,2011Q3,Financials,0.4142
AC,2011Q3,Healthcare,0.0069
AC,2011Q3,Real Estate,0.1908
AC,2011Q4,Consumer Discretionary,0.2668
AC,2011Q4,Consumer Staples,0.09699999999999999
AC,2011Q4,Financials,0.4163
AC,2011Q4,Healthcare,0.0059
AC,2011Q4,Real Estate,0.1885
AC,2012Q1,Consumer Discretionary,0.2424
AC,2012Q1,Consumer Staples,0.0727
AC,2012Q1,Financials,0.46199999999999997
AC,2012Q1,Real Estate,0.1642
AC,2012Q2,Communication Services,0.0489
AC,2012Q2,Consumer Discretionary,0.2043
AC,2012Q2,Consumer Staples,0.06559999999999999
AC,2012Q2,Financials,0.45399999999999996
AC,2012Q2,Real Estate,0.1436
AC,2012Q2,Technology,0.0165
AC,2012Q3,Communication Services,0.0414
AC,2012Q3,Consumer Discretionary,0.1671
AC,2012Q3,Consumer Staples,0.0576
AC,2012Q3,Financials,0.483
AC,2012Q3,Industrials,0.0291
AC,2012Q3,Real Estate,0.1369
AC,2012Q3,Technology,0.018500000000000003
AC,2012Q4,Communication Services,0.0358
AC,2012Q4,Consumer Discretionary,0.1276
AC,2012Q4,Consumer Staples,0.06570000000000001
AC,2012Q4,Financials,0.4974
AC,2012Q4,Healthcare,0.0352
AC,2012Q4,Industrials,0.0291
AC,2012Q4,Real Estate,0.13640000000000002
AC,2012Q4,Technology,0.0134
AC,2013Q1,Communication Services,0.0513
AC,2013Q1,Consumer Discretionary,0.11430000000000001
AC,2013Q1,Consumer Staples,0.068
AC,2013Q1,Financials,0.46
AC,2013Q1,Healthcare,0.0426
AC,2013Q1,Industrials,0.0279
AC,2013Q1,Real Estate,0.0934
AC,2013Q1,Technology,0.0218
AC,2013Q1,Unknown,0.0317
AC,2013Q2,Communication Services,0.1139
AC,2013Q2,Consumer Discretionary,0.0897
AC,2013Q2,Consumer Staples,0.0558
AC,2013Q2,Financials,0.4609
AC,2013Q2,Healthcare,0.09210000000000002
AC,2013Q2,Industrials,0.0216
AC,2013Q2,Real Estate,0.0633
AC,2013Q2,Technology,0.016399999999999998
AC,2013Q2,Unknown,0.0217
AC,2013Q3,Communication Services,0.0692
AC,2013Q3,Consumer Discretionary,0.0925
AC,2013Q3,Consumer Staples,0.0592
AC,2013Q3,Financials,0.4673
AC,2013Q3,Healthcare,0.09449999999999999
AC,2013Q3,Industrials,0.0222
AC,2013Q3,Real Estate,0.08960000000000001
AC,2013Q3,Technology,0.018500000000000003
AC,2013Q3,Unknown,0.030900000000000004
AC,2013Q4,Communication Services,0.0462
AC,2013Q4,Consumer Discretionary,0.0896
AC,2013Q4,Consumer Staples,0.061200000000000004
AC,2013Q4,Financials,0.4735
AC,2013Q4,Healthcare,0.0998
AC,2013Q4,Industrials,0.0195
AC,2013Q4,Real Estate,0.11309999999999999
AC,2013Q4,Technology,0.0189
AC,2013Q4,Unknown,0.0173
AC,2014Q1,Communication Services,0.0443
AC,2014Q1,Consumer Discretionary,0.07650000000000001
AC,2014Q1,Consumer Staples,0.0499
AC,2014Q1,Financials,0.3987
AC,2014Q1,Healthcare,0.11800000000000001
AC,2014Q1,Industrials,0.0154
AC,2014Q1,Real Estate,0.1468
AC,2014Q1,Technology,0.015700000000000002
AC,2014Q1,Unknown,0.0589
AC,2014Q2,Communication Services,0.0458
AC,2014Q2,Consumer Discretionary,0.0361
AC,2014Q2,Consumer Staples,0.0554
AC,2014Q2,Financials,0.3977
AC,2014Q2,Healthcare,0.1468
AC,2014Q2,Industrials,0.013999999999999999
AC,2014Q2,Real Estate,0.14150000000000001
AC,2014Q2,Technology,0.0464
AC,2014Q2,Unknown,0.0756
AC,2014Q3,Communication Services,0.0435
AC,2014Q3,Consumer Discretionary,0.0683
AC,2014Q3,Consumer Staples,0.0557
AC,2014Q3,Financials,0.38280000000000003
AC,2014Q3,Healthcare,0.1251
AC,2014Q3,Industrials,0.0139
AC,2014Q3,Real Estate,0.1452
AC,2014Q3,Technology,0.0637
AC,2014Q3,Unknown,0.060899999999999996
AC,2014Q4,Communication Services,0.043899999999999995
AC,2014Q4,Consumer Discretionary,0.0945
AC,2014Q4,Consumer Staples,0.0652
AC,2014Q4,Financials,0.389
AC,2014Q4,Healthcare,0.1132
AC,2014Q4,Industrials,0.013600000000000001
AC,2014Q4,Real Estate,0.1403
AC,2014Q4,Technology,0.061900000000000004
AC,2014Q4,Unknown,0.0513
AC,2015Q1,Communication Services,0.04019999999999999
AC,2015Q1,Consumer Discretionary,0.0986
AC,2015Q1,Consumer Staples,0.0694
AC,2015Q1,Financials,0.3992
AC,2015Q1,Healthcare,0.1054
AC,2015Q1,Industrials,0.0191
AC,2015Q1,Real Estate,0.1338
AC,2015Q1,Technology,0.07150000000000001
AC,2015Q1,Unknown,0.0358
AC,2015Q2,Communication Services,0.0421
AC,2015Q2,Consumer Discretionary,0.0963
AC,2015Q2,Consumer Staples,0.06860000000000001
AC,2015Q2,Financials,0.4073
AC,2015Q2,Healthcare,0.09710000000000002
AC,2015Q2,Industrials,0.0354
AC,2015Q2,Real Estate,0.154
AC,2015Q2,Technology,0.0747
AC,2015Q3,Communication Services,0.0354
AC,2015Q3,Consumer Discretionary,0.1286
AC,2015Q3,Consumer Staples,0.06509999999999999
AC,2015Q3,Financials,0.3915
AC,2015Q3,Healthcare,0.0796
AC,2015Q3,Industrials,0.037200000000000004
AC,2015Q3,Real Estate,0.1638
AC,2015Q3,Technology,0.0711
AC,2015Q4,Consumer Discretionary,0.1325
AC,2015Q4,Consumer Staples,0.0728
AC,2015Q4,Financials,0.4092
AC,2015Q4,Healthcare,0.07
AC,2015Q4,Industrials,0.0447
AC,2015Q4,Real Estate,0.1804
AC,2015Q4,Technology,0.0768
AC,2016Q1,Consumer Discretionary,0.1417
AC,2016Q1,Consumer Staples,0.0738
AC,2016Q1,Financials,0.4011
AC,2016Q1,Healthcare,0.07690000000000001
AC,2016Q1,Industrials,0.0441
AC,2016Q1,Real Estate,0.1779
AC,2016Q1,Technology,0.0702
AC,2016Q2,Consumer Discretionary,0.1442
AC,2016Q2,Consumer Staples,0.0779
AC,2016Q2,Financials,0.39339999999999997
AC,2016Q2,Healthcare,0.0582
AC,2016Q2,Industrials,0.0426
AC,2016Q2,Real Estate,0.1825
AC,2016Q2,Technology,0.08159999999999999
AC,2016Q3,Consumer Discretionary,0.139
AC,2016Q3,Consumer Staples,0.0643
AC,2016Q3,Financials,0.4071
AC,2016Q3,Healthcare,0.060200000000000004
AC,2016Q3,Industrials,0.0409
AC,2016Q3,Real Estate,0.17970000000000003
AC,2016Q3,Technology,0.0907
AC,2016Q4,Consumer Discretionary,0.1406
AC,2016Q4,Consumer Staples,0.0805
AC,2016Q4,Financials,0.3989
AC,2016Q4,Healthcare,0.0552
AC,2016Q4,Industrials,0.038900000000000004
AC,2016Q4,Real Estate,0.1786
AC,2016Q4,Technology,0.0817
AC,2017Q1,Consumer Discretionary,0.1189
AC,2017Q1,Consumer Staples,0.0721
AC,2017Q1,Financials,0.4369
AC,2017Q1,Healthcare,0.0542
AC,2017Q1,Industrials,0.0349
AC,2017Q1,Real Estate,0.18469999999999998
AC,2017Q1,Technology,0.07600000000000001
AC,2017Q2,Consumer Discretionary,0.1267
AC,2017Q2,Consumer Staples,0.0591
AC,2017Q2,Financials,0.4627
AC,2017Q2,Healthcare,0.0229
AC,2017Q2,Industrials,0.0361
AC,2017Q2,Real Estate,0.20260000000000003
AC,2017Q2,Technology,0.0825
AC,2017Q3,Consumer Discretionary,0.1472
AC,2017Q3,Consumer Staples,0.0647
AC,2017Q3,Financials,0.4637
AC,2017Q3,Healthcare,0.0209
AC,2017Q3,Industrials,0.0316
AC,2017Q3,Real Estate,0.1886
AC,2017Q3,Technology,0.07769999999999999
AC,2017Q4,Consumer Discretionary,0.1272
AC,2017Q4,Consumer Staples,0.0756
AC,2017Q4,Financials,0.4617
AC,2017Q4,Healthcare,0.021400000000000002
AC,2017Q4,Industrials,0.0345
AC,2017Q4,Real Estate,0.1908
AC,2017Q4,Technology,0.08510000000000001
AC,2018Q1,Consumer Discretionary,0.11920000000000001
AC,2018Q1,Consumer Staples,0.06309999999999999
AC,2018Q1,Financials,0.4844
AC,2018Q1,Healthcare,0.0213
AC,2018Q1,Industrials,0.0351
AC,2018Q1,Real Estate,0.1899
AC,2018Q1,Technology,0.0815
AC,2018Q2,Consumer Discretionary,0.1137
AC,2018Q2,Consumer Staples,0.060300000000000006
AC,2018Q2,Financials,0.5016
AC,2018Q2,Healthcare,0.0206
AC,2018Q2,Industrials,0.0346
AC,2018Q2,Real Estate,0.1802
AC,2018Q2,Technology,0.0862
AC,2018Q3,Consumer Discretionary,0.12229999999999999
AC,2018Q3,Consumer Staples,0.0544
AC,2018Q3,Financials,0.492
AC,2018Q3,Healthcare,0.021
AC,2018Q3,Industrials,0.0358
AC,2018Q3,Real Estate,0.1661
AC,2018Q3,Technology,0.08879999999999999
AC,2018Q3,Unknown,0.0152
AC,2018Q4,Consumer Discretionary,0.1281
AC,2018Q4,Consumer Staples,0.0631
AC,2018Q4,Financials,0.4555
AC,2018Q4,Healthcare,0.0216
AC,2018Q4,Industrials,0.0351
AC,2018Q4,Real Estate,0.192
AC,2018Q4,Technology,0.0905
AC,2018Q4,Unknown,0.009899999999999999
AC,2019Q1,Consumer Discretionary,0.12210000000000001
AC,2019Q1,Consumer Staples,0.0611
AC,2019Q1,Financials,0.43929999999999997
AC,2019Q1,Healthcare,0.0231
AC,2019Q1,Industrials,0.035699999999999996
AC,2019Q1,Real Estate,0.2014
AC,2019Q1,Technology,0.10300000000000001
AC,2019Q1,Unknown,0.011200000000000002
AC,2019Q2,Consumer Discretionary,0.1242
AC,2019Q2,Consumer Staples,0.059199999999999996
AC,2019Q2,Financials,0.4578
AC,2019Q2,Healthcare,0.024
AC,2019Q2,Industrials,0.0378
AC,2019Q2,Real Estate,0.2052
AC,2019Q2,Technology,0.0897
AC,2019Q3,Consumer Discretionary,0.1286
AC,2019Q3,Consumer Staples,0.0615
AC,2019Q3,Financials,0.4694
AC,2019Q3,Healthcare,0.0236
AC,2019Q3,Industrials,0.0397
AC,2019Q3,Real Estate,0.21530000000000002
AC,2019Q3,Technology,0.061399999999999996
AC,2019Q4,Consumer Discretionary,0.13
AC,2019Q4,Consumer Staples,0.04719999999999999
AC,2019Q4,Financials,0.482
AC,2019Q4,Healthcare,0.0233
AC,2019Q4,Industrials,0.0348
AC,2019Q4,Real Estate,0.21960000000000002
AC,2019Q4,Technology,0.0611
AC,2020Q1,Communication Services,0.0242
AC,2020Q1,Consumer Discretionary,0.09670000000000001
AC,2020Q1,Consumer Staples,0.0348
AC,2020Q1,Financials,0.44170000000000004
AC,2020Q1,Healthcare,0.0223
AC,2020Q1,Industrials,0.0332
AC,2020Q1,Real Estate,0.2386
AC,2020Q1,Technology,0.1042
AC,2020Q2,Communication Services,0.0187
AC,2020Q2,Consumer Discretionary,0.11349999999999999
AC,2020Q2,Consumer Staples,0.035500000000000004
AC,2020Q2,Financials,0.4209
AC,2020Q2,Healthcare,0.022099999999999998
AC,2020Q2,Industrials,0.031400000000000004
AC,2020Q2,Real Estate,0.2435
AC,2020Q2,Technology,0.1102
AC,2020Q3,Communication Services,0.0208
AC,2020Q3,Consumer Discretionary,0.10830000000000001
AC,2020Q3,Consumer Staples,0.0323
AC,2020Q3,Financials,0.4291
AC,2020Q3,Healthcare,0.025099999999999997
AC,2020Q3,Industrials,0.032
AC,2020Q3,Real Estate,0.2325
AC,2020Q3,Technology,0.11449999999999999
AC,2020Q4,Communication Services,0.027200000000000002
AC,2020Q4,Consumer Discretionary,0.10399999999999998
AC,2020Q4,Consumer Staples,0.033
AC,2020Q4,Financials,0.43170000000000003
AC,2020Q4,Healthcare,0.0248
AC,2020Q4,Industrials,0.0344
AC,2020Q4,Real Estate,0.2155
AC,2020Q4,Technology,0.1231
AC,2021Q1,Communication Services,0.0315
AC,2021Q1,Consumer Discretionary,0.1189
AC,2021Q1,Consumer Staples,0.030999999999999996
AC,2021Q1,Financials,0.4253
AC,2021Q1,Healthcare,0.0254
AC,2021Q1,Industrials,0.0294
AC,2021Q1,Real Estate,0.2121
AC,2021Q1,Technology,0.1229
AC,2021Q2,Consumer Discretionary,0.1117
AC,2021Q2,Consumer Staples,0.024600000000000004
AC,2021Q2,Financials,0.433
AC,2021Q2,Healthcare,0.0274
AC,2021Q2,Industrials,0.0263
AC,2021Q2,Real Estate,0.2044
AC,2021Q2,Technology,0.1688
AC,2021Q3,Consumer Discretionary,0.1154
AC,2021Q3,Consumer Staples,0.021099999999999997
AC,2021Q3,Financials,0.4255
AC,2021Q3,Healthcare,0.031
AC,2021Q3,Industrials,0.0301
AC,2021Q3,Real Estate,0.2056
AC,2021Q3,Technology,0.1691
AC,2021Q4,Consumer Discretionary,0.11979999999999999
AC,2021Q4,Consumer Staples,0.0216
AC,2021Q4,Financials,0.43260000000000004
AC,2021Q4,Healthcare,0.0316
AC,2021Q4,Industrials,0.0325
AC,2021Q4,Real Estate,0.19870000000000002
AC,2021Q4,Technology,0.163
AC,2022Q1,Consumer Discretionary,0.12380000000000001
AC,2022Q1,Consumer Staples,0.0004
AC,2022Q1,Financials,0.4763
AC,2022Q1,Healthcare,0.0336
AC,2022Q1,Industrials,0.0363
AC,2022Q1,Real Estate,0.1663
AC,2022Q1,Technology,0.1633
AC,2022Q2,Consumer Discretionary,0.13290000000000002
AC,2022Q2,Consumer Staples,0.0004
AC,2022Q2,Financials,0.4678
AC,2022Q2,Healthcare,0.0336
AC,2022Q2,Industrials,0.0339
AC,2022Q2,Real Estate,0.17719999999999997
AC,2022Q2,Technology,0.1541
AC,2022Q3,Consumer Discretionary,0.1343
AC,2022Q3,Consumer Staples,0.0004
AC,2022Q3,Financials,0.466
AC,2022Q3,Healthcare,0.0378
AC,2022Q3,Industrials,0.0368
AC,2022Q3,Real Estate,0.1759
AC,2022Q3,Technology,0.1489
AC,2022Q4,Consumer Discretionary,0.11939999999999999
AC,2022Q4,Consumer Staples,0.0004
AC,2022Q4,Financials,0.5495
AC,2022Q4,Healthcare,0.0429
AC,2022Q4,Industrials,0.0003
AC,2022Q4,Real Estate,0.1838
AC,2022Q4,Technology,0.1036
AC,2023Q1,Consumer Discretionary,0.1059
AC,2023Q1,Consumer Staples,0.0004
AC,2023Q1,Financials,0.5795
AC,2023Q1,Healthcare,0.0397
AC,2023Q1,Industrials,0.0003
AC,2023Q1,Real Estate,0.1691
AC,2023Q1,Technology,0.105
AC,2023Q2,Consumer Discretionary,0.10859999999999999
AC,2023Q2,Consumer Staples,0.0004
AC,2023Q2,Financials,0.5833
AC,2023Q2,Healthcare,0.0358
AC,2023Q2,Industrials,0.0004
AC,2023Q2,Real Estate,0.1618
AC,2023Q2,Technology,0.10980000000000001
AC,2023Q3,Consumer Discretionary,0.10590000000000001
AC,2023Q3,Consumer Staples,0.0003
AC,2023Q3,Financials,0.6298
AC,2023Q3,Healthcare,0.0404
AC,2023Q3,Industrials,0.0004
AC,2023Q3,Real Estate,0.1534
AC,2023Q3,Technology,0.07
AC,2023Q4,Consumer Discretionary,0.09910000000000001
AC,2023Q4,Consumer Staples,0.0003
AC,2023Q4,Financials,0.6129
AC,2023Q4,Healthcare,0.0346
AC,2023Q4,Industrials,0.0003
AC,2023Q4,Real Estate,0.18089999999999998
AC,2023Q4,Technology,0.0721
AC,2024Q1,Consumer Discretionary,0.1231
AC,2024Q1,Financials,0.5986
AC,2024Q1,Healthcare,0.0368
AC,2024Q1,Industrials,0.0003
AC,2024Q1,Real Estate,0.1625
AC,2024Q1,Technology,0.0786
AC,2024Q2,Consumer Discretionary,0.11510000000000001
AC,2024Q2,Financials,0.5899
AC,2024Q2,Healthcare,0.0398
AC,2024Q2,Industrials,0.0004
AC,2024Q2,Real Estate,0.17070000000000002
AC,2024Q2,Technology,0.0842
AC,2024Q3,Consumer Discretionary,0.12450000000000001
AC,2024Q3,Financials,0.5812
AC,2024Q3,Healthcare,0.041800000000000004
AC,2024Q3,Industrials,0.0003
AC,2024Q3,Real Estate,0.17320000000000002
AC,2024Q3,Technology,0.0792
AC,2024Q4,Consumer Discretionary,0.1266
AC,2024Q4,Financials,0.6148
AC,2024Q4,Healthcare,0.0359
AC,2024Q4,Industrials,0.0003
AC,2024Q4,Real Estate,0.145
AC,2024Q4,Technology,0.07740000000000001
AC,2025Q1,Consumer Discretionary,0.154
AC,2025Q1,Financials,0.5912
AC,2025Q1,Healthcare,0.0357
AC,2025Q1,Industrials,0.0003
AC,2025Q1,Real Estate,0.1251
AC,2025Q1,Technology,0.0937
AC,2025Q2,Consumer Discretionary,0.1291
AC,2025Q2,Financials,0.6413
AC,2025Q2,Healthcare,0.0354
AC,2025Q2,Industrials,0.0060999999999999995
AC,2025Q2,Real Estate,0.0931
AC,2025Q2,Technology,0.0951
AC,2025Q3,Consumer Discretionary,0.1353
AC,2025Q3,Financials,0.6285000000000001
AC,2025Q3,Healthcare,0.0191
AC,2025Q3,Industrials,0.0192
AC,2025Q3,Real Estate,0.08679999999999999
AC,2025Q3,Technology,0.11120000000000001
AC,2025Q4,Consumer Discretionary,0.1195
AC,2025Q4,Financials,0.6403
AC,2025Q4,Healthcare,0.0036
AC,2025Q4,Industrials,0.0338
AC,2025Q4,Real Estate,0.0758
AC,2025Q4,Technology,0.12689999999999999
AC,2026Q1,Consumer Discretionary,0.10070000000000001
AC,2026Q1,Financials,0.5745
AC,2026Q1,Healthcare,0.003
AC,2026Q1,Industrials,0.0434
AC,2026Q1,Materials,0.001
AC,2026Q1,Real Estate,0.0697
AC,2026Q1,Technology,0.2077
AC,2026Q2,Consumer Discretionary,0.0722
AC,2026Q2,Financials,0.5729
AC,2026Q2,Healthcare,0.0042
AC,2026Q2,Industrials,0.0441
AC,2026Q2,Materials,0.0017000000000000001
AC,2026Q2,Real Estate,0.0658
AC,2026Q2,Technology,0.2391
AM,2008Q1,Communication Services,0.0436
AM,2008Q1,Consumer Discretionary,0.0411
AM,2008Q1,Energy,0.0031
AM,2008Q1,Financials,0.0711
AM,2008Q1,Materials,0.004699999999999999
AM,2008Q1,Real Estate,0.013499999999999998
AM,2008Q1,Technology,0.6638000000000001
AM,2008Q1,Unknown,0.1524
AM,2008Q2,Consumer Discretionary,0.0195
AM,2008Q2,Energy,0.597
AM,2008Q2,Materials,0.0382
AM,2008Q2,Technology,0.0964
AM,2008Q2,Unknown,0.17479999999999998
AM,2008Q3,Consumer Discretionary,0.024399999999999998
AM,2008Q3,Energy,0.3407
AM,2008Q3,Financials,0.0239
AM,2008Q3,Materials,0.0252
AM,2008Q3,Technology,0.1537
AM,2008Q3,Unknown,0.3253
AM,2008Q4,Consumer Discretionary,0.082
AM,2008Q4,Energy,0.0537
AM,2008Q4,Financials,0.34309999999999996
AM,2008Q4,Technology,0.055600000000000004
AM,2008Q4,Unknown,0.3297
AM,2009Q1,Consumer Discretionary,0.0453
AM,2009Q1,Financials,0.7788999999999999
AM,2009Q1,Industrials,0.1149
AM,2009Q1,Unknown,0.0608
AM,2009Q1,Utilities,0.0001
AM,2009Q2,Consumer Discretionary,0.031000000000000003
AM,2009Q2,Financials,0.7726
AM,2009Q2,Industrials,0.1217
AM,2009Q2,Unknown,0.0747
AM,2009Q2,Utilities,0.0
AM,2009Q3,Consumer Discretionary,0.0304
AM,2009Q3,Financials,0.7454999999999999
AM,2009Q3,Industrials,0.099
AM,2009Q3,Technology,0.0397
AM,2009Q3,Unknown,0.0831
AM,2009Q4,Consumer Discretionary,0.0232
AM,2009Q4,Financials,0.7424
AM,2009Q4,Industrials,0.0925
AM,2009Q4,Technology,0.0384
AM,2009Q4,Unknown,0.0755
AM,2010Q1,Consumer Discretionary,0.0228
AM,2010Q1,Energy,0.021400000000000002
AM,2010Q1,Financials,0.6151
AM,2010Q1,Healthcare,0.0974
AM,2010Q1,Industrials,0.06609999999999999
AM,2010Q1,Technology,0.027000000000000003
AM,2010Q1,Unknown,0.0606
AM,2010Q2,Consumer Discretionary,0.057300000000000004
AM,2010Q2,Energy,0.020099999999999996
AM,2010Q2,Financials,0.5204
AM,2010Q2,Healthcare,0.1602
AM,2010Q2,Industrials,0.0472
AM,2010Q2,Materials,0.033
AM,2010Q2,Technology,0.0235
AM,2010Q2,Unknown,0.052500000000000005
AM,2010Q3,Consumer Discretionary,0.0527
AM,2010Q3,Financials,0.3051
AM,2010Q3,Healthcare,0.2152
AM,2010Q3,Industrials,0.0363
AM,2010Q3,Materials,0.0226
AM,2010Q3,Technology,0.1461
AM,2010Q3,Unknown,0.0399
AM,2010Q4,Consumer Discretionary,0.0932
AM,2010Q4,Financials,0.2948
AM,2010Q4,Healthcare,0.1181
AM,2010Q4,Industrials,0.050499999999999996
AM,2010Q4,Materials,0.020499999999999997
AM,2010Q4,Technology,0.2074
AM,2010Q4,Unknown,0.0223
AM,2011Q1,Consumer Discretionary,0.14250000000000002
AM,2011Q1,Energy,0.019299999999999998
AM,2011Q1,Financials,0.16820000000000002
AM,2011Q1,Healthcare,0.0978
AM,2011Q1,Industrials,0.060700000000000004
AM,2011Q1,Materials,0.0321
AM,2011Q1,Technology,0.21910000000000002
AM,2011Q1,Unknown,0.0331
AM,2011Q2,Consumer Discretionary,0.143
AM,2011Q2,Energy,0.09489999999999998
AM,2011Q2,Financials,0.12290000000000001
AM,2011Q2,Healthcare,0.1105
AM,2011Q2,Industrials,0.0589
AM,2011Q2,Materials,0.0713
AM,2011Q2,Technology,0.1003
AM,2011Q2,Unknown,0.0278
AM,2011Q3,Communication Services,0.019
AM,2011Q3,Consumer Discretionary,0.19569999999999999
AM,2011Q3,Energy,0.1972
AM,2011Q3,Financials,0.0464
AM,2011Q3,Industrials,0.1114
AM,2011Q3,Materials,0.0739
AM,2011Q3,Technology,0.1464
AM,2011Q3,Unknown,0.0689
AM,2011Q4,Consumer Discretionary,0.224
AM,2011Q4,Energy,0.19140000000000001
AM,2011Q4,Healthcare,0.0706
AM,2011Q4,Industrials,0.1076
AM,2011Q4,Materials,0.0562
AM,2011Q4,Technology,0.2098
AM,2011Q4,Unknown,0.1403
AM,2012Q1,Communication Services,0.0417
AM,2012Q1,Consumer Discretionary,0.0945
AM,2012Q1,Energy,0.0609
AM,2012Q1,Financials,0.1422
AM,2012Q1,Industrials,0.1717
AM,2012Q1,Materials,0.028900000000000002
AM,2012Q1,Technology,0.23349999999999999
AM,2012Q1,Unknown,0.0596
AM,2012Q2,Communication Services,0.0493
AM,2012Q2,Consumer Discretionary,0.1314
AM,2012Q2,Energy,0.021400000000000002
AM,2012Q2,Financials,0.0975
AM,2012Q2,Industrials,0.24
AM,2012Q2,Materials,0.031400000000000004
AM,2012Q2,Technology,0.2404
AM,2012Q2,Unknown,0.048
AM,2012Q3,Communication Services,0.0415
AM,2012Q3,Consumer Discretionary,0.1406
AM,2012Q3,Financials,0.2176
AM,2012Q3,Industrials,0.1663
AM,2012Q3,Materials,0.0334
AM,2012Q3,Technology,0.1849
AM,2012Q3,Unknown,0.0348
AM,2012Q4,Communication Services,0.0302
AM,2012Q4,Consumer Discretionary,0.11449999999999999
AM,2012Q4,Financials,0.2076
AM,2012Q4,Healthcare,0.03
AM,2012Q4,Industrials,0.135
AM,2012Q4,Materials,0.0271
AM,2012Q4,Technology,0.19499999999999998
AM,2012Q4,Unknown,0.026099999999999998
AM,2013Q1,Communication Services,0.032400000000000005
AM,2013Q1,Consumer Discretionary,0.111
AM,2013Q1,Energy,0.029300000000000003
AM,2013Q1,Financials,0.18860000000000002
AM,2013Q1,Healthcare,0.0387
AM,2013Q1,Industrials,0.1592
AM,2013Q1,Materials,0.030299999999999997
AM,2013Q1,Technology,0.1397
AM,2013Q1,Unknown,0.0276
AM,2013Q2,Communication Services,0.028999999999999998
AM,2013Q2,Consumer Discretionary,0.15289999999999998
AM,2013Q2,Energy,0.0245
AM,2013Q2,Financials,0.2054
AM,2013Q2,Healthcare,0.0282
AM,2013Q2,Industrials,0.1368
AM,2013Q2,Materials,0.023
AM,2013Q2,Technology,0.0668
AM,2013Q2,Unknown,0.0218
AM,2013Q3,Communication Services,0.025699999999999997
AM,2013Q3,Consumer Discretionary,0.1751
AM,2013Q3,Energy,0.0203
AM,2013Q3,Financials,0.21319999999999997
AM,2013Q3,Healthcare,0.0395
AM,2013Q3,Industrials,0.1699
AM,2013Q3,Materials,0.0326
AM,2013Q3,Technology,0.057800000000000004
AM,2013Q4,Communication Services,0.0525
AM,2013Q4,Consumer Discretionary,0.1498
AM,2013Q4,Financials,0.1953
AM,2013Q4,Healthcare,0.0482
AM,2013Q4,Industrials,0.192
AM,2013Q4,Materials,0.037200000000000004
AM,2013Q4,Technology,0.0239
AM,2014Q1,Communication Services,0.1051
AM,2014Q1,Consumer Discretionary,0.1992
AM,2014Q1,Energy,0.0516
AM,2014Q1,Financials,0.0836
AM,2014Q1,Healthcare,0.0487
AM,2014Q1,Industrials,0.1685
AM,2014Q1,Materials,0.0484
AM,2014Q1,Technology,0.037
AM,2014Q2,Communication Services,0.1502
AM,2014Q2,Consumer Discretionary,0.2182
AM,2014Q2,Energy,0.0545
AM,2014Q2,Financials,0.062
AM,2014Q2,Healthcare,0.0458
AM,2014Q2,Industrials,0.187
AM,2014Q2,Materials,0.031400000000000004
AM,2014Q2,Technology,0.0239
AM,2014Q2,Unknown,0.020499999999999997
AM,2014Q3,Communication Services,0.1474
AM,2014Q3,Consumer Discretionary,0.2512
AM,2014Q3,Energy,0.0524
AM,2014Q3,Financials,0.0697
AM,2014Q3,Healthcare,0.0608
AM,2014Q3,Industrials,0.1623
AM,2014Q3,Materials,0.0308
AM,2014Q3,Technology,0.0469
AM,2014Q3,Unknown,0.024700000000000003
AM,2014Q4,Communication Services,0.1143
AM,2014Q4,Consumer Discretionary,0.3721
AM,2014Q4,Healthcare,0.0915
AM,2014Q4,Industrials,0.2591
AM,2014Q4,Materials,0.0347
AM,2014Q4,Technology,0.0447
AM,2014Q4,Unknown,0.051199999999999996
AM,2015Q1,Communication Services,0.0984
AM,2015Q1,Consumer Discretionary,0.3404
