fund,quarter,quarter_label,portfolio_value,rank,ticker,company,weight
psc,2026Q2,2026   Q2,$19.5 B,1,UBER,Uber Technologies Inc.,0.1272
psc,2026Q2,2026   Q2,$19.5 B,2,BN,Brookfield Corp.,0.1258
psc,2026Q2,2026   Q2,$19.5 B,3,MSFT,Microsoft Corp.,0.1189
psc,2026Q2,2026   Q2,$19.5 B,4,AMZN,Amazon.com Inc.,0.10490000000000001
psc,2026Q2,2026   Q2,$19.5 B,5,HHH,Howard Hughes Holdings Inc.,0.1023
psc,2026Q2,2026   Q2,$19.5 B,6,QSR,Restaurant Brands International,0.0962
psc,2026Q2,2026   Q2,$19.5 B,7,META,Meta Platforms Inc.,0.0925
psc,2026Q2,2026   Q2,$19.5 B,8,V,Visa Inc.,0.0576
psc,2026Q2,2026   Q2,$19.5 B,9,MA,Mastercard Inc.,0.056100000000000004
psc,2026Q2,2026   Q2,$19.5 B,10,SPGI,S&P Global Inc.,0.054299999999999994
psc,2026Q2,2026   Q2,$19.5 B,11,NFLX,Netflix Inc.,0.048
psc,2026Q2,2026   Q2,$19.5 B,12,PSUS,Pershing Square Usa Ltd,0.0077
psc,2026Q2,2026   Q2,$19.5 B,13,SEG,Seaport Entertainment Group,0.0069
psc,2026Q2,2026   Q2,$19.5 B,14,HTZ,Hertz Global Hldgs Inc.,0.0017000000000000001
psc,2026Q1,2026   Q1,$13.7 B,1,BN,Brookfield Corp.,0.17620000000000002
psc,2026Q1,2026   Q1,$13.7 B,2,AMZN,Amazon.com Inc.,0.1739
psc,2026Q1,2026   Q1,$13.7 B,3,UBER,Uber Technologies Inc.,0.15710000000000002
psc,2026Q1,2026   Q1,$13.7 B,4,MSFT,Microsoft Corp.,0.15259999999999999
psc,2026Q1,2026   Q1,$13.7 B,5,QSR,Restaurant Brands International,0.122
psc,2026Q1,2026   Q1,$13.7 B,6,META,Meta Platforms Inc.,0.111
psc,2026Q1,2026   Q1,$13.7 B,7,HHH,Howard Hughes Holdings Inc.,0.087
psc,2026Q1,2026   Q1,$13.7 B,8,SEG,Seaport Entertainment Group,0.0079
psc,2026Q1,2026   Q1,$13.7 B,9,GOOG,Alphabet Inc. CL C,0.006500000000000001
psc,2026Q1,2026   Q1,$13.7 B,10,HTZ,Hertz Global Hldgs Inc.,0.0051
psc,2026Q1,2026   Q1,$13.7 B,11,GOOGL,Alphabet Inc.,0.0007000000000000001
psc,2025Q4,2025   Q4,$15.5 B,1,BN,Brookfield Corp.,0.1815
psc,2025Q4,2025   Q4,$15.5 B,2,UBER,Uber Technologies Inc.,0.159
psc,2025Q4,2025   Q4,$15.5 B,3,AMZN,Amazon.com Inc.,0.14279999999999998
psc,2025Q4,2025   Q4,$15.5 B,4,GOOG,Alphabet Inc. CL C,0.1246
psc,2025Q4,2025   Q4,$15.5 B,5,META,Meta Platforms Inc.,0.1137
psc,2025Q4,2025   Q4,$15.5 B,6,QSR,Restaurant Brands International,0.1005
psc,2025Q4,2025   Q4,$15.5 B,7,HHH,Howard Hughes Holdings Inc.,0.0969
psc,2025Q4,2025   Q4,$15.5 B,8,HLT,Hilton Worldwide Holdings,0.055999999999999994
psc,2025Q4,2025   Q4,$15.5 B,9,GOOGL,Alphabet Inc.,0.0137
psc,2025Q4,2025   Q4,$15.5 B,10,SEG,Seaport Entertainment Group,0.0064
psc,2025Q4,2025   Q4,$15.5 B,11,HTZ,Hertz Global Hldgs Inc.,0.005
psc,2025Q3,2025   Q3,$14.6 B,1,UBER,Uber Technologies Inc.,0.2025
psc,2025Q3,2025   Q3,$14.6 B,2,BN,Brookfield Corp.,0.19210000000000002
psc,2025Q3,2025   Q3,$14.6 B,3,HHH,Howard Hughes Holdings Inc.,0.1058
psc,2025Q3,2025   Q3,$14.6 B,4,GOOG,Alphabet Inc. CL C,0.1052
psc,2025Q3,2025   Q3,$14.6 B,5,QSR,Restaurant Brands International,0.10039999999999999
psc,2025Q3,2025   Q3,$14.6 B,6,AMZN,Amazon.com Inc.,0.0873
psc,2025Q3,2025   Q3,$14.6 B,7,GOOGL,Alphabet Inc.,0.08039999999999999
psc,2025Q3,2025   Q3,$14.6 B,8,CMG,Chipotle Mexican Grill Inc.,0.057699999999999994
psc,2025Q3,2025   Q3,$14.6 B,9,HLT,Hilton Worldwide Holdings,0.0537
psc,2025Q3,2025   Q3,$14.6 B,10,SEG,Seaport Entertainment Group,0.0079
psc,2025Q3,2025   Q3,$14.6 B,11,HTZ,Hertz Global Hldgs Inc.,0.0070999999999999995
psc,2025Q2,2025   Q2,$13.7 B,1,UBER,Uber Technologies Inc.,0.2059
psc,2025Q2,2025   Q2,$13.7 B,2,BN,Brookfield Corp.,0.18539999999999998
psc,2025Q2,2025   Q2,$13.7 B,3,QSR,Restaurant Brands International,0.11109999999999999
psc,2025Q2,2025   Q2,$13.7 B,4,AMZN,Amazon.com Inc.,0.0931
psc,2025Q2,2025   Q2,$13.7 B,5,HHH,Howard Hughes Holdings Inc.,0.09269999999999999
psc,2025Q2,2025   Q2,$13.7 B,6,CMG,Chipotle Mexican Grill Inc.,0.08810000000000001
psc,2025Q2,2025   Q2,$13.7 B,7,GOOG,Alphabet Inc. CL C,0.0817
psc,2025Q2,2025   Q2,$13.7 B,8,GOOGL,Alphabet Inc.,0.0688
psc,2025Q2,2025   Q2,$13.7 B,9,HLT,Hilton Worldwide Holdings,0.0588
psc,2025Q2,2025   Q2,$13.7 B,10,HTZ,Hertz Global Hldgs Inc.,0.0076
psc,2025Q2,2025   Q2,$13.7 B,11,SEG,Seaport Entertainment Group,0.0068000000000000005
psc,2025Q1,2025   Q1,$11.9 B,1,UBER,Uber Technologies Inc.,0.185
psc,2025Q1,2025   Q1,$11.9 B,2,BN,Brookfield Corp.,0.1801
psc,2025Q1,2025   Q1,$11.9 B,3,QSR,Restaurant Brands International,0.1285
psc,2025Q1,2025   Q1,$11.9 B,4,HHH,Howard Hughes Holdings Inc.,0.11710000000000001
psc,2025Q1,2025   Q1,$11.9 B,5,CMG,Chipotle Mexican Grill Inc.,0.0907
psc,2025Q1,2025   Q1,$11.9 B,6,CP,Canadian Pacific Kansas City,0.08710000000000001
psc,2025Q1,2025   Q1,$11.9 B,7,GOOG,Alphabet Inc. CL C,0.0828
psc,2025Q1,2025   Q1,$11.9 B,8,GOOGL,Alphabet Inc.,0.0575
psc,2025Q1,2025   Q1,$11.9 B,9,HLT,Hilton Worldwide Holdings,0.0572
psc,2025Q1,2025   Q1,$11.9 B,10,SEG,Seaport Entertainment Group,0.009000000000000001
psc,2025Q1,2025   Q1,$11.9 B,11,HTZ,Hertz Global Hldgs Inc.,0.005
psc,2024Q4,2024   Q4,$12.7 B,1,BN,Brookfield Corp.,0.1583
psc,2024Q4,2024   Q4,$12.7 B,2,QSR,Restaurant Brands International,0.1184
psc,2024Q4,2024   Q4,$12.7 B,3,CMG,Chipotle Mexican Grill Inc.,0.1174
psc,2024Q4,2024   Q4,$12.7 B,4,HHH,Howard Hughes Holdings Inc.,0.11449999999999999
psc,2024Q4,2024   Q4,$12.7 B,5,GOOG,Alphabet Inc. CL C,0.11349999999999999
psc,2024Q4,2024   Q4,$12.7 B,6,NKE,NIKE Inc.,0.11220000000000001
psc,2024Q4,2024   Q4,$12.7 B,7,HLT,Hilton Worldwide Holdings,0.10619999999999999
psc,2024Q4,2024   Q4,$12.7 B,8,CP,Canadian Pacific Kansas City,0.085
psc,2024Q4,2024   Q4,$12.7 B,9,GOOGL,Alphabet Inc.,0.0596
psc,2024Q4,2024   Q4,$12.7 B,10,SEG,Seaport Entertainment Group,0.0111
psc,2024Q4,2024   Q4,$12.7 B,11,HTZ,Hertz Global Hldgs Inc.,0.0037
psc,2024Q3,2024   Q3,$12.9 B,1,BN,Brookfield Corp.,0.1348
psc,2024Q3,2024   Q3,$12.9 B,2,HLT,Hilton Worldwide Holdings,0.1316
psc,2024Q3,2024   Q3,$12.9 B,3,CMG,Chipotle Mexican Grill Inc.,0.1286
psc,2024Q3,2024   Q3,$12.9 B,4,QSR,Restaurant Brands International,0.1285
psc,2024Q3,2024   Q3,$12.9 B,5,HHH,Howard Hughes Holdings Inc.,0.1131
psc,2024Q3,2024   Q3,$12.9 B,6,NKE,NIKE Inc.,0.1115
psc,2024Q3,2024   Q3,$12.9 B,7,CP,Canadian Pacific Kansas City,0.0986
psc,2024Q3,2024   Q3,$12.9 B,8,GOOG,Alphabet Inc. CL C,0.0977
psc,2024Q3,2024   Q3,$12.9 B,9,GOOGL,Alphabet Inc.,0.0512
psc,2024Q3,2024   Q3,$12.9 B,10,SEG,Seaport Entertainment Group,0.0044
psc,2024Q2,2024   Q2,$10.4 B,1,HLT,Hilton Worldwide Holdings,0.18760000000000002
psc,2024Q2,2024   Q2,$10.4 B,2,CMG,Chipotle Mexican Grill Inc.,0.1734
psc,2024Q2,2024   Q2,$10.4 B,3,QSR,Restaurant Brands International,0.1564
psc,2024Q2,2024   Q2,$10.4 B,4,GOOG,Alphabet Inc. CL C,0.133
psc,2024Q2,2024   Q2,$10.4 B,5,HHH,Howard Hughes Holdings Inc.,0.1174
psc,2024Q2,2024   Q2,$10.4 B,6,CP,Canadian Pacific Kansas City,0.11320000000000001
psc,2024Q2,2024   Q2,$10.4 B,7,GOOGL,Alphabet Inc.,0.0697
psc,2024Q2,2024   Q2,$10.4 B,8,BN,Brookfield Corp.,0.0273
psc,2024Q2,2024   Q2,$10.4 B,9,NKE,NIKE Inc.,0.022000000000000002
psc,2024Q1,2024   Q1,$10.8 B,1,CMG,Chipotle Mexican Grill Inc.,0.201
psc,2024Q1,2024   Q1,$10.8 B,2,HLT,Hilton Worldwide Holdings,0.182
psc,2024Q1,2024   Q1,$10.8 B,3,QSR,Restaurant Brands International,0.1724
psc,2024Q1,2024   Q1,$10.8 B,4,GOOG,Alphabet Inc. CL C,0.13269999999999998
psc,2024Q1,2024   Q1,$10.8 B,5,HHH,Howard Hughes Holdings Inc.,0.1272
psc,2024Q1,2024   Q1,$10.8 B,6,CP,Canadian Pacific Kansas City,0.12369999999999999
psc,2024Q1,2024   Q1,$10.8 B,7,GOOGL,Alphabet Inc.,0.0611
psc,2023Q4,2023   Q4,$10.4 B,1,CMG,Chipotle Mexican Grill Inc.,0.1815
psc,2023Q4,2023   Q4,$10.4 B,2,QSR,Restaurant Brands International,0.17550000000000002
psc,2023Q4,2023   Q4,$10.4 B,3,HLT,Hilton Worldwide Holdings,0.16079999999999997
psc,2023Q4,2023   Q4,$10.4 B,4,HHH,Howard Hughes Holdings Inc.,0.1551
psc,2023Q4,2023   Q4,$10.4 B,5,GOOG,Alphabet Inc. CL C,0.12710000000000002
psc,2023Q4,2023   Q4,$10.4 B,6,CP,Canadian Pacific Kansas City,0.1148
psc,2023Q4,2023   Q4,$10.4 B,7,GOOGL,Alphabet Inc.,0.058499999999999996
psc,2023Q4,2023   Q4,$10.4 B,8,LOW,Lowe's Cos.,0.026699999999999998
psc,2023Q3,2023   Q3,$10.5 B,1,CMG,Chipotle Mexican Grill Inc.,0.16649999999999998
psc,2023Q3,2023   Q3,$10.5 B,2,QSR,Restaurant Brands International,0.1482
psc,2023Q3,2023   Q3,$10.5 B,3,HLT,Hilton Worldwide Holdings,0.1475
psc,2023Q3,2023   Q3,$10.5 B,4,LOW,Lowe's Cos.,0.14
psc,2023Q3,2023   Q3,$10.5 B,5,HHH,Howard Hughes Holdings Inc.,0.11869999999999999
psc,2023Q3,2023   Q3,$10.5 B,6,GOOG,Alphabet Inc. CL C,0.11779999999999999
psc,2023Q3,2023   Q3,$10.5 B,7,CP,Canadian Pacific Kansas City,0.107
psc,2023Q3,2023   Q3,$10.5 B,8,GOOGL,Alphabet Inc.,0.054299999999999994
psc,2023Q2,2023   Q2,$10.8 B,1,CMG,Chipotle Mexican Grill Inc.,0.1886
psc,2023Q2,2023   Q2,$10.8 B,2,QSR,Restaurant Brands International,0.1673
psc,2023Q2,2023   Q2,$10.8 B,3,LOW,Lowe's Cos.,0.1558
psc,2023Q2,2023   Q2,$10.8 B,4,HLT,Hilton Worldwide Holdings,0.12560000000000002
psc,2023Q2,2023   Q2,$10.8 B,5,HHH,Howard Hughes Holdings Inc.,0.1209
psc,2023Q2,2023   Q2,$10.8 B,6,CP,Canadian Pacific Kansas City,0.1127
psc,2023Q2,2023   Q2,$10.8 B,7,GOOG,Alphabet Inc. CL C,0.10490000000000001
psc,2023Q2,2023   Q2,$10.8 B,8,GOOGL,Alphabet Inc.,0.0242
psc,2023Q1,2023   Q1,$10.2 B,1,LOW,Lowe's Cos.,0.19640000000000002
psc,2023Q1,2023   Q1,$10.2 B,2,CMG,Chipotle Mexican Grill Inc.,0.1721
psc,2023Q1,2023   Q1,$10.2 B,3,QSR,Restaurant Brands International,0.159
psc,2023Q1,2023   Q1,$10.2 B,4,HLT,Hilton Worldwide Holdings,0.1282
psc,2023Q1,2023   Q1,$10.2 B,5,HHH,Howard Hughes Holdings Inc.,0.1252
psc,2023Q1,2023   Q1,$10.2 B,6,CP,Canadian Pacific Kansas City,0.1148
psc,2023Q1,2023   Q1,$10.2 B,7,GOOG,Alphabet Inc. CL C,0.0821
psc,2023Q1,2023   Q1,$10.2 B,8,GOOGL,Alphabet Inc.,0.0222
psc,2022Q4,2022   Q4,$8.78 B,1,LOW,Lowe's Cos.,0.2353
psc,2022Q4,2022   Q4,$8.78 B,2,QSR,Restaurant Brands International,0.17809999999999998
psc,2022Q4,2022   Q4,$8.78 B,3,CMG,Chipotle Mexican Grill Inc.,0.1746
psc,2022Q4,2022   Q4,$8.78 B,4,HLT,Hilton Worldwide Holdings,0.14429999999999998
psc,2022Q4,2022   Q4,$8.78 B,5,HHH,Howard Hughes Holdings Inc.,0.1383
psc,2022Q4,2022   Q4,$8.78 B,6,CP,Canadian Pacific Kansas City,0.1294
psc,2022Q3,2022   Q3,$7.88 B,1,LOW,Lowe's Cos.,0.24739999999999998
psc,2022Q3,2022   Q3,$7.88 B,2,CMG,Chipotle Mexican Grill Inc.,0.2108
psc,2022Q3,2022   Q3,$7.88 B,3,QSR,Restaurant Brands International,0.16329999999999997
psc,2022Q3,2022   Q3,$7.88 B,4,HLT,Hilton Worldwide Holdings,0.1536
psc,2022Q3,2022   Q3,$7.88 B,5,CP,Canadian Pacific Kansas City,0.1291
psc,2022Q3,2022   Q3,$7.88 B,6,HHH,Howard Hughes Holdings Inc.,0.0958
psc,2022Q2,2022   Q2,$7.46 B,1,LOW,Lowe's Cos.,0.2389
psc,2022Q2,2022   Q2,$7.46 B,2,CMG,Chipotle Mexican Grill Inc.,0.1936
psc,2022Q2,2022   Q2,$7.46 B,3,QSR,Restaurant Brands International,0.16010000000000002
psc,2022Q2,2022   Q2,$7.46 B,4,HLT,Hilton Worldwide Holdings,0.14800000000000002
psc,2022Q2,2022   Q2,$7.46 B,5,HHH,Howard Hughes Holdings Inc.,0.1242
psc,2022Q2,2022   Q2,$7.46 B,6,DPZ,Dominos Pizza Inc.,0.1076
psc,2022Q2,2022   Q2,$7.46 B,7,CP,Canadian Pacific Kansas City,0.0276
psc,2022Q1,2022   Q1,$10.4 B,1,LOW,Lowe's Cos.,0.1986
psc,2022Q1,2022   Q1,$10.4 B,2,CMG,Chipotle Mexican Grill Inc.,0.1697
psc,2022Q1,2022   Q1,$10.4 B,3,HLT,Hilton Worldwide Holdings,0.14529999999999998
psc,2022Q1,2022   Q1,$10.4 B,4,HHH,Howard Hughes Holdings Inc.,0.1358
psc,2022Q1,2022   Q1,$10.4 B,5,QSR,Restaurant Brands International,0.1341
psc,2022Q1,2022   Q1,$10.4 B,6,NFLX,Netflix Inc.,0.1121
psc,2022Q1,2022   Q1,$10.4 B,7,DPZ,Dominos Pizza Inc.,0.081
psc,2022Q1,2022   Q1,$10.4 B,8,CP,Canadian Pacific Kansas City,0.023399999999999997
psc,2021Q4,2021   Q4,$10.8 B,1,LOW,Lowe's Cos.,0.24539999999999998
psc,2021Q4,2021   Q4,$10.8 B,2,HLT,Hilton Worldwide Holdings,0.1822
psc,2021Q4,2021   Q4,$10.8 B,3,CMG,Chipotle Mexican Grill Inc.,0.1808
psc,2021Q4,2021   Q4,$10.8 B,4,QSR,Restaurant Brands International,0.13470000000000001
psc,2021Q4,2021   Q4,$10.8 B,5,HHH,Howard Hughes Holdings Inc.,0.1286
psc,2021Q4,2021   Q4,$10.8 B,6,DPZ,Dominos Pizza Inc.,0.10949999999999999
psc,2021Q4,2021   Q4,$10.8 B,7,CP,Canadian Pacific Kansas City,0.018799999999999997
psc,2021Q3,2021   Q3,$9.46 B,1,LOW,Lowe's Cos.,0.2194
psc,2021Q3,2021   Q3,$9.46 B,2,CMG,Chipotle Mexican Grill Inc.,0.2141
psc,2021Q3,2021   Q3,$9.46 B,3,HLT,Hilton Worldwide Holdings,0.17989999999999998
psc,2021Q3,2021   Q3,$9.46 B,4,QSR,Restaurant Brands International,0.1548
psc,2021Q3,2021   Q3,$9.46 B,5,HHH,Howard Hughes Holdings Inc.,0.1264
psc,2021Q3,2021   Q3,$9.46 B,6,DPZ,Dominos Pizza Inc.,0.1054
psc,2021Q2,2021   Q2,$10.7 B,1,LOW,Lowe's Cos.,0.1837
psc,2021Q2,2021   Q2,$10.7 B,2,A,Agilent Technologies,0.16140000000000002
psc,2021Q2,2021   Q2,$10.7 B,3,CMG,Chipotle Mexican Grill Inc.,0.1572
psc,2021Q2,2021   Q2,$10.7 B,4,HLT,Hilton Worldwide Holdings,0.1437
psc,2021Q2,2021   Q2,$10.7 B,5,QSR,Restaurant Brands International,0.1426
psc,2021Q2,2021   Q2,$10.7 B,6,HHH,Howard Hughes Holdings Inc.,0.1226
psc,2021Q2,2021   Q2,$10.7 B,7,DPZ,Dominos Pizza Inc.,0.0888
psc,2021Q1,2021   Q1,$10.5 B,1,LOW,Lowe's Cos.,0.21739999999999998
psc,2021Q1,2021   Q1,$10.5 B,2,HLT,Hilton Worldwide Holdings,0.1489
psc,2021Q1,2021   Q1,$10.5 B,3,QSR,Restaurant Brands International,0.1487
psc,2021Q1,2021   Q1,$10.5 B,4,CMG,Chipotle Mexican Grill Inc.,0.1475
psc,2021Q1,2021   Q1,$10.5 B,5,A,Agilent Technologies,0.1435
psc,2021Q1,2021   Q1,$10.5 B,6,HHH,Howard Hughes Holdings Inc.,0.1225
psc,2021Q1,2021   Q1,$10.5 B,7,DPZ,Dominos Pizza Inc.,0.0716
psc,2020Q4,2020   Q4,$10 B,1,LOW,Lowe's Cos.,0.19879999999999998
psc,2020Q4,2020   Q4,$10 B,2,CMG,Chipotle Mexican Grill Inc.,0.161
psc,2020Q4,2020   Q4,$10 B,3,QSR,Restaurant Brands International,0.153
psc,2020Q4,2020   Q4,$10 B,4,HLT,Hilton Worldwide Holdings,0.1485
psc,2020Q4,2020   Q4,$10 B,5,A,Agilent Technologies,0.1449
psc,2020Q4,2020   Q4,$10 B,6,SBUX,Starbucks Corp.,0.10769999999999999
psc,2020Q4,2020   Q4,$10 B,7,HHH,Howard Hughes Holdings Inc.,0.0862
psc,2020Q3,2020   Q3,$8.82 B,1,LOW,Lowe's Cos.,0.23329999999999998
psc,2020Q3,2020   Q3,$8.82 B,2,CMG,Chipotle Mexican Grill Inc.,0.1637
psc,2020Q3,2020   Q3,$8.82 B,3,QSR,Restaurant Brands International,0.1637
psc,2020Q3,2020   Q3,$8.82 B,4,A,Agilent Technologies,0.1401
psc,2020Q3,2020   Q3,$8.82 B,5,HLT,Hilton Worldwide Holdings,0.1292
psc,2020Q3,2020   Q3,$8.82 B,6,SBUX,Starbucks Corp.,0.0987
psc,2020Q3,2020   Q3,$8.82 B,7,HHH,Howard Hughes Holdings Inc.,0.0713
psc,2020Q2,2020   Q2,$7.75 B,1,LOW,Lowe's Cos.,0.22149999999999997
psc,2020Q2,2020   Q2,$7.75 B,2,QSR,Restaurant Brands International,0.177
psc,2020Q2,2020   Q2,$7.75 B,3,CMG,Chipotle Mexican Grill Inc.,0.1576
psc,2020Q2,2020   Q2,$7.75 B,4,A,Agilent Technologies,0.1439
psc,2020Q2,2020   Q2,$7.75 B,5,HLT,Hilton Worldwide Holdings,0.1306
psc,2020Q2,2020   Q2,$7.75 B,6,SBUX,Starbucks Corp.,0.0962
psc,2020Q2,2020   Q2,$7.75 B,7,HHH,Howard Hughes Holdings Inc.,0.0732
psc,2020Q1,2020   Q1,$6.57 B,1,LOW,Lowe's Cos.,0.1604
psc,2020Q1,2020   Q1,$6.57 B,2,BRK.B,Berkshire Hathaway CL B,0.1517
psc,2020Q1,2020   Q1,$6.57 B,3,HLT,Hilton Worldwide Holdings,0.1432
psc,2020Q1,2020   Q1,$6.57 B,4,A,Agilent Technologies,0.1376
psc,2020Q1,2020   Q1,$6.57 B,5,CMG,Chipotle Mexican Grill Inc.,0.11560000000000001
psc,2020Q1,2020   Q1,$6.57 B,6,SBUX,Starbucks Corp.,0.1013
psc,2020Q1,2020   Q1,$6.57 B,7,HHH,Howard Hughes Holdings Inc.,0.09369999999999999
psc,2020Q1,2020   Q1,$6.57 B,8,QSR,Restaurant Brands International,0.0919
psc,2020Q1,2020   Q1,$6.57 B,9,BX,Blackstone Group,0.0038
psc,2020Q1,2020   Q1,$6.57 B,10,PK,Park Hotels & Resorts Inc.,0.0008
psc,2019Q4,2019   Q4,$6.55 B,1,CMG,Chipotle Mexican Grill Inc.,0.22030000000000002
psc,2019Q4,2019   Q4,$6.55 B,2,HLT,Hilton Worldwide Holdings,0.1787
psc,2019Q4,2019   Q4,$6.55 B,3,LOW,Lowe's Cos.,0.1574
psc,2019Q4,2019   Q4,$6.55 B,4,QSR,Restaurant Brands International,0.14679999999999999
psc,2019Q4,2019   Q4,$6.55 B,5,BRK.B,Berkshire Hathaway CL B,0.1388
psc,2019Q4,2019   Q4,$6.55 B,6,SBUX,Starbucks Corp.,0.0732
psc,2019Q4,2019   Q4,$6.55 B,7,HHH,Howard Hughes Holdings Inc.,0.0425
psc,2019Q4,2019   Q4,$6.55 B,8,A,Agilent Technologies,0.042300000000000004
psc,2019Q3,2019   Q3,$6.49 B,1,CMG,Chipotle Mexican Grill Inc.,0.22329999999999997
psc,2019Q3,2019   Q3,$6.49 B,2,QSR,Restaurant Brands International,0.1654
psc,2019Q3,2019   Q3,$6.49 B,3,HLT,Hilton Worldwide Holdings,0.1515
psc,2019Q3,2019   Q3,$6.49 B,4,LOW,Lowe's Cos.,0.1459
psc,2019Q3,2019   Q3,$6.49 B,5,BRK.B,Berkshire Hathaway CL B,0.12869999999999998
psc,2019Q3,2019   Q3,$6.49 B,6,SBUX,Starbucks Corp.,0.12689999999999999
psc,2019Q3,2019   Q3,$6.49 B,7,A,Agilent Technologies,0.0344
psc,2019Q3,2019   Q3,$6.49 B,8,HHH,Howard Hughes Holdings Inc.,0.0239
psc,2019Q2,2019   Q2,$6.71 B,1,CMG,Chipotle Mexican Grill Inc.,0.1948
psc,2019Q2,2019   Q2,$6.71 B,2,QSR,Restaurant Brands International,0.16210000000000002
psc,2019Q2,2019   Q2,$6.71 B,3,HLT,Hilton Worldwide Holdings,0.1598
psc,2019Q2,2019   Q2,$6.71 B,4,LOW,Lowe's Cos.,0.13390000000000002
psc,2019Q2,2019   Q2,$6.71 B,5,SBUX,Starbucks Corp.,0.1164
psc,2019Q2,2019   Q2,$6.71 B,6,BRK.B,Berkshire Hathaway CL B,0.1116
psc,2019Q2,2019   Q2,$6.71 B,7,ADP,Automatic Data Processing Inc.,0.0993
psc,2019Q2,2019   Q2,$6.71 B,8,HHH,Howard Hughes Holdings Inc.,0.022099999999999998
psc,2019Q1,2019   Q1,$6.72 B,1,CMG,Chipotle Mexican Grill Inc.,0.19699999999999998
psc,2019Q1,2019   Q1,$6.72 B,2,QSR,Restaurant Brands International,0.1778
psc,2019Q1,2019   Q1,$6.72 B,3,LOW,Lowe's Cos.,0.1518
psc,2019Q1,2019   Q1,$6.72 B,4,HLT,Hilton Worldwide Holdings,0.13570000000000002
psc,2019Q1,2019   Q1,$6.72 B,5,RTX,RTX Corp.,0.1117
psc,2019Q1,2019   Q1,$6.72 B,6,SBUX,Starbucks Corp.,0.1106
psc,2019Q1,2019   Q1,$6.72 B,7,ADP,Automatic Data Processing Inc.,0.0958
psc,2019Q1,2019   Q1,$6.72 B,8,HHH,Howard Hughes Holdings Inc.,0.0196
psc,2018Q4,2018   Q4,$5.96 B,1,QSR,Restaurant Brands International,0.1728
psc,2018Q4,2018   Q4,$5.96 B,2,LOW,Lowe's Cos.,0.1479
psc,2018Q4,2018   Q4,$5.96 B,3,CMG,Chipotle Mexican Grill Inc.,0.1407
psc,2018Q4,2018   Q4,$5.96 B,4,HLT,Hilton Worldwide Holdings,0.1319
psc,2018Q4,2018   Q4,$5.96 B,5,SBUX,Starbucks Corp.,0.12710000000000002
psc,2018Q4,2018   Q4,$5.96 B,6,RTX,RTX Corp.,0.09970000000000001
psc,2018Q4,2018   Q4,$5.96 B,7,ADP,Automatic Data Processing Inc.,0.08960000000000001
psc,2018Q4,2018   Q4,$5.96 B,8,PAH,Platform Specialty Products Corp.,0.0701
psc,2018Q4,2018   Q4,$5.96 B,9,HHH,Howard Hughes Holdings Inc.,0.0202
psc,2018Q3,2018   Q3,$5.21 B,1,QSR,Restaurant Brands International,0.2372
psc,2018Q3,2018   Q3,$5.21 B,2,LOW,Lowe's Cos.,0.18600000000000003
psc,2018Q3,2018   Q3,$5.21 B,3,CMG,Chipotle Mexican Grill Inc.,0.1797
psc,2018Q3,2018   Q3,$5.21 B,4,RTX,RTX Corp.,0.1328
psc,2018Q3,2018   Q3,$5.21 B,5,ADP,Automatic Data Processing Inc.,0.1165
psc,2018Q3,2018   Q3,$5.21 B,6,PAH,Platform Specialty Products Corp.,0.0968
psc,2018Q3,2018   Q3,$5.21 B,7,HHH,Howard Hughes Holdings Inc.,0.0509
psc,2018Q2,2018   Q2,$5.81 B,1,QSR,Restaurant Brands International,0.2165
psc,2018Q2,2018   Q2,$5.81 B,2,CMG,Chipotle Mexican Grill Inc.,0.21420000000000003
psc,2018Q2,2018   Q2,$5.81 B,3,LOW,Lowe's Cos.,0.127
psc,2018Q2,2018   Q2,$5.81 B,4,MDLZ,Mondelez International,0.11560000000000001
psc,2018Q2,2018   Q2,$5.81 B,5,RTX,RTX Corp.,0.0978
psc,2018Q2,2018   Q2,$5.81 B,6,ADP,Automatic Data Processing Inc.,0.09759999999999999
psc,2018Q2,2018   Q2,$5.81 B,7,PAH,Platform Specialty Products Corp.,0.0808
psc,2018Q2,2018   Q2,$5.81 B,8,HHH,Howard Hughes Holdings Inc.,0.050300000000000004
psc,2018Q1,2018   Q1,$4.83 B,1,QSR,Restaurant Brands International,0.2865
psc,2018Q1,2018   Q1,$4.83 B,2,CMG,Chipotle Mexican Grill Inc.,0.19269999999999998
psc,2018Q1,2018   Q1,$4.83 B,3,ADP,Automatic Data Processing Inc.,0.1865
psc,2018Q1,2018   Q1,$4.83 B,4,MDLZ,Mondelez International,0.13949999999999999
psc,2018Q1,2018   Q1,$4.83 B,5,PAH,Platform Specialty Products Corp.,0.0806
psc,2018Q1,2018   Q1,$4.83 B,6,HHH,Howard Hughes Holdings Inc.,0.0635
psc,2018Q1,2018   Q1,$4.83 B,7,RTX,RTX Corp.,0.0506
psc,2017Q4,2017   Q4,$5.87 B,1,QSR,Restaurant Brands International,0.2774
psc,2017Q4,2017   Q4,$5.87 B,2,ADP,Automatic Data Processing Inc.,0.17559999999999998
psc,2017Q4,2017   Q4,$5.87 B,3,MDLZ,Mondelez International,0.16949999999999998
psc,2017Q4,2017   Q4,$5.87 B,4,CMG,Chipotle Mexican Grill Inc.,0.1419
psc,2017Q4,2017   Q4,$5.87 B,5,HHH,Howard Hughes Holdings Inc.,0.1052
