fund,quarter,quarter_label,portfolio_value,rank,ticker,company,weight
BRK,2014Q4,2014   Q4,$109.4 B,12,DE,Deere & Co.,0.0138
BRK,2014Q4,2014   Q4,$109.4 B,13,GM,General Motors,0.0131
BRK,2014Q4,2014   Q4,$109.4 B,14,USG,USG Corp.,0.01
BRK,2014Q4,2014   Q4,$109.4 B,15,CHTR,Charter Communications,0.009399999999999999
BRK,2014Q4,2014   Q4,$109.4 B,16,BNY,Bank of New York Mellon Corp.,0.008199999999999999
BRK,2014Q4,2014   Q4,$109.4 B,17,VRSN,Verisign Inc.,0.0068000000000000005
BRK,2014Q4,2014   Q4,$109.4 B,18,SU,Suncor Energy Inc.,0.006500000000000001
BRK,2014Q4,2014   Q4,$109.4 B,19,VZ,Verizon Communications,0.0064
BRK,2014Q4,2014   Q4,$109.4 B,20,PCP,Precision Castparts,0.0063
BRK,2014Q3,2014   Q3,$108.4 B,1,WFC,Wells Fargo,0.2218
BRK,2014Q3,2014   Q3,$108.4 B,2,KO,Coca Cola Co.,0.1574
BRK,2014Q3,2014   Q3,$108.4 B,3,IBM,International Business Machines,0.1234
BRK,2014Q3,2014   Q3,$108.4 B,4,AXP,American Express,0.12240000000000001
BRK,2014Q3,2014   Q3,$108.4 B,5,WMT,Walmart Inc.,0.0426
BRK,2014Q3,2014   Q3,$108.4 B,6,PG,Procter & Gamble,0.0408
BRK,2014Q3,2014   Q3,$108.4 B,7,XOM,ExxonMobil Holdings Corp.,0.035699999999999996
BRK,2014Q3,2014   Q3,$108.4 B,8,USB,U.S. Bancorp,0.030899999999999997
BRK,2014Q3,2014   Q3,$108.4 B,9,DVA,DaVita HealthCare Partners,0.0254
BRK,2014Q3,2014   Q3,$108.4 B,10,DTV,DIRECTV Group Inc.,0.0239
BRK,2014Q3,2014   Q3,$108.4 B,11,MCO,Moody's Corp.,0.0215
BRK,2014Q3,2014   Q3,$108.4 B,12,GS,Goldman Sachs Group,0.021400000000000002
BRK,2014Q3,2014   Q3,$108.4 B,13,GM,General Motors,0.0118
BRK,2014Q3,2014   Q3,$108.4 B,14,USG,USG Corp.,0.009899999999999999
BRK,2014Q3,2014   Q3,$108.4 B,15,BNY,Bank of New York Mellon Corp.,0.0084
BRK,2014Q3,2014   Q3,$108.4 B,16,CHTR,Charter Communications,0.0069
BRK,2014Q3,2014   Q3,$108.4 B,17,VZ,Verizon Communications,0.0069
BRK,2014Q3,2014   Q3,$108.4 B,18,VRSN,Verisign Inc.,0.0066
BRK,2014Q3,2014   Q3,$108.4 B,19,SU,Suncor Energy Inc.,0.0062
BRK,2014Q3,2014   Q3,$108.4 B,20,MTB,M&T Bank Corp.,0.0060999999999999995
BRK,2014Q2,2014   Q2,$107.6 B,1,WFC,Wells Fargo,0.22640000000000002
BRK,2014Q2,2014   Q2,$107.6 B,2,KO,Coca Cola Co.,0.1575
BRK,2014Q2,2014   Q2,$107.6 B,3,AXP,American Express,0.13369999999999999
BRK,2014Q2,2014   Q2,$107.6 B,4,IBM,International Business Machines,0.1182
BRK,2014Q2,2014   Q2,$107.6 B,5,WMT,Walmart Inc.,0.040999999999999995
BRK,2014Q2,2014   Q2,$107.6 B,6,PG,Procter & Gamble,0.038599999999999995
BRK,2014Q2,2014   Q2,$107.6 B,7,XOM,ExxonMobil Holdings Corp.,0.0385
BRK,2014Q2,2014   Q2,$107.6 B,8,USB,U.S. Bancorp,0.0323
BRK,2014Q2,2014   Q2,$107.6 B,9,DVA,DaVita HealthCare Partners,0.0253
BRK,2014Q2,2014   Q2,$107.6 B,10,MCO,Moody's Corp.,0.020099999999999996
BRK,2014Q2,2014   Q2,$107.6 B,11,GS,Goldman Sachs Group,0.0197
BRK,2014Q2,2014   Q2,$107.6 B,12,DTV,DIRECTV Group Inc.,0.018500000000000003
BRK,2014Q2,2014   Q2,$107.6 B,13,GM,General Motors,0.0111
BRK,2014Q2,2014   Q2,$107.6 B,14,USG,USG Corp.,0.0109
BRK,2014Q2,2014   Q2,$107.6 B,15,BNY,Bank of New York Mellon Corp.,0.0086
BRK,2014Q2,2014   Q2,$107.6 B,16,VZ,Verizon Communications,0.0068000000000000005
BRK,2014Q2,2014   Q2,$107.6 B,17,CBI,Chicago Bridge & Iron Company,0.0068000000000000005
BRK,2014Q2,2014   Q2,$107.6 B,18,SU,Suncor Energy Inc.,0.006500000000000001
BRK,2014Q2,2014   Q2,$107.6 B,19,MTB,M&T Bank Corp.,0.0062
BRK,2014Q2,2014   Q2,$107.6 B,20,VIAB,Viacom Inc.,0.0060999999999999995
BRK,2014Q1,2014   Q1,$105.8 B,1,WFC,Wells Fargo,0.21789999999999998
BRK,2014Q1,2014   Q1,$105.8 B,2,KO,Coca Cola Co.,0.1462
BRK,2014Q1,2014   Q1,$105.8 B,3,AXP,American Express,0.129
BRK,2014Q1,2014   Q1,$105.8 B,4,IBM,International Business Machines,0.1244
BRK,2014Q1,2014   Q1,$105.8 B,5,WMT,Walmart Inc.,0.04190000000000001
BRK,2014Q1,2014   Q1,$105.8 B,6,PG,Procter & Gamble,0.04019999999999999
BRK,2014Q1,2014   Q1,$105.8 B,7,XOM,ExxonMobil Holdings Corp.,0.038
BRK,2014Q1,2014   Q1,$105.8 B,8,USB,U.S. Bancorp,0.032400000000000005
BRK,2014Q1,2014   Q1,$105.8 B,9,DTV,DIRECTV Group Inc.,0.024900000000000002
BRK,2014Q1,2014   Q1,$105.8 B,10,DVA,DaVita HealthCare Partners,0.0245
BRK,2014Q1,2014   Q1,$105.8 B,11,GS,Goldman Sachs Group,0.0196
BRK,2014Q1,2014   Q1,$105.8 B,12,MCO,Moody's Corp.,0.018500000000000003
BRK,2014Q1,2014   Q1,$105.8 B,13,GHC,Graham Holdings Co.,0.0115
BRK,2014Q1,2014   Q1,$105.8 B,14,USG,USG Corp.,0.0108
BRK,2014Q1,2014   Q1,$105.8 B,15,GM,General Motors,0.0098
BRK,2014Q1,2014   Q1,$105.8 B,16,BNY,Bank of New York Mellon Corp.,0.008199999999999999
BRK,2014Q1,2014   Q1,$105.8 B,17,CBI,Chicago Bridge & Iron Company,0.0079
BRK,2014Q1,2014   Q1,$105.8 B,18,COP,ConocoPhillips,0.0074
BRK,2014Q1,2014   Q1,$105.8 B,19,PSX,Phillips 66,0.0070999999999999995
BRK,2014Q1,2014   Q1,$105.8 B,20,FWONA,Liberty Media Corp Formula One Series A,0.0066
BRK,2013Q4,2013   Q4,$104.8 B,1,WFC,Wells Fargo,0.2007
BRK,2013Q4,2013   Q4,$104.8 B,2,KO,Coca Cola Co.,0.1576
BRK,2013Q4,2013   Q4,$104.8 B,3,AXP,American Express,0.13119999999999998
BRK,2013Q4,2013   Q4,$104.8 B,4,IBM,International Business Machines,0.1219
BRK,2013Q4,2013   Q4,$104.8 B,5,PG,Procter & Gamble,0.040999999999999995
BRK,2013Q4,2013   Q4,$104.8 B,6,XOM,ExxonMobil Holdings Corp.,0.0397
BRK,2013Q4,2013   Q4,$104.8 B,7,WMT,Walmart Inc.,0.0371
BRK,2013Q4,2013   Q4,$104.8 B,8,USB,U.S. Bancorp,0.030600000000000002
BRK,2013Q4,2013   Q4,$104.8 B,9,DTV,DIRECTV Group Inc.,0.0241
BRK,2013Q4,2013   Q4,$104.8 B,10,DVA,DaVita HealthCare Partners,0.022000000000000002
BRK,2013Q4,2013   Q4,$104.8 B,11,GS,Goldman Sachs Group,0.021400000000000002
BRK,2013Q4,2013   Q4,$104.8 B,12,PSX,Phillips 66,0.02
BRK,2013Q4,2013   Q4,$104.8 B,13,MCO,Moody's Corp.,0.018500000000000003
BRK,2013Q4,2013   Q4,$104.8 B,14,GM,General Motors,0.015600000000000001
BRK,2013Q4,2013   Q4,$104.8 B,15,GHC,Graham Holdings Co.,0.0109
BRK,2013Q4,2013   Q4,$104.8 B,16,USG,USG Corp.,0.009399999999999999
BRK,2013Q4,2013   Q4,$104.8 B,17,BNY,Bank of New York Mellon Corp.,0.008199999999999999
BRK,2013Q4,2013   Q4,$104.8 B,18,CBI,Chicago Bridge & Iron Company,0.0076
BRK,2013Q4,2013   Q4,$104.8 B,19,COP,ConocoPhillips,0.0075
BRK,2013Q4,2013   Q4,$104.8 B,20,FWONA,Liberty Media Corp Formula One Series A,0.0074
BRK,2013Q3,2013   Q3,$92 B,1,WFC,Wells Fargo,0.2079
BRK,2013Q3,2013   Q3,$92 B,2,KO,Coca Cola Co.,0.1646
BRK,2013Q3,2013   Q3,$92 B,3,IBM,International Business Machines,0.1371
BRK,2013Q3,2013   Q3,$92 B,4,AXP,American Express,0.1244
BRK,2013Q3,2013   Q3,$92 B,5,PG,Procter & Gamble,0.0434
BRK,2013Q3,2013   Q3,$92 B,6,WMT,Walmart Inc.,0.039599999999999996
BRK,2013Q3,2013   Q3,$92 B,7,XOM,ExxonMobil Holdings Corp.,0.0375
BRK,2013Q3,2013   Q3,$92 B,8,USB,U.S. Bancorp,0.031400000000000004
BRK,2013Q3,2013   Q3,$92 B,9,DTV,DIRECTV Group Inc.,0.023700000000000002
BRK,2013Q3,2013   Q3,$92 B,10,DVA,DaVita HealthCare Partners,0.0194
BRK,2013Q3,2013   Q3,$92 B,11,MCO,Moody's Corp.,0.019
BRK,2013Q3,2013   Q3,$92 B,12,PSX,Phillips 66,0.0171
BRK,2013Q3,2013   Q3,$92 B,13,GM,General Motors,0.015600000000000001
BRK,2013Q3,2013   Q3,$92 B,14,GHC,Graham Holdings Co.,0.0115
BRK,2013Q3,2013   Q3,$92 B,15,COP,ConocoPhillips,0.0102
BRK,2013Q3,2013   Q3,$92 B,16,FWONA,Liberty Media Corp Formula One Series A,0.009000000000000001
BRK,2013Q3,2013   Q3,$92 B,17,BNY,Bank of New York Mellon Corp.,0.008100000000000001
BRK,2013Q3,2013   Q3,$92 B,18,NOV,Nov Inc.,0.0075
BRK,2013Q3,2013   Q3,$92 B,19,SU,Suncor Energy Inc.,0.006999999999999999
BRK,2013Q3,2013   Q3,$92 B,20,CBI,Chicago Bridge & Iron Company,0.006999999999999999
BRK,2013Q2,2013   Q2,$91.9 B,1,WFC,Wells Fargo,0.20809999999999998
BRK,2013Q2,2013   Q2,$91.9 B,2,KO,Coca Cola Co.,0.1747
BRK,2013Q2,2013   Q2,$91.9 B,3,IBM,International Business Machines,0.1417
BRK,2013Q2,2013   Q2,$91.9 B,4,AXP,American Express,0.1234
BRK,2013Q2,2013   Q2,$91.9 B,5,PG,Procter & Gamble,0.044199999999999996
BRK,2013Q2,2013   Q2,$91.9 B,6,WMT,Walmart Inc.,0.039900000000000005
BRK,2013Q2,2013   Q2,$91.9 B,7,USB,U.S. Bancorp,0.0308
BRK,2013Q2,2013   Q2,$91.9 B,8,XOM,ExxonMobil Holdings Corp.,0.030699999999999998
BRK,2013Q2,2013   Q2,$91.9 B,9,DTV,DIRECTV Group Inc.,0.025
BRK,2013Q2,2013   Q2,$91.9 B,10,DVA,DaVita HealthCare Partners,0.0197
BRK,2013Q2,2013   Q2,$91.9 B,11,PSX,Phillips 66,0.0174
BRK,2013Q2,2013   Q2,$91.9 B,12,MCO,Moody's Corp.,0.0165
BRK,2013Q2,2013   Q2,$91.9 B,13,COP,ConocoPhillips,0.0159
BRK,2013Q2,2013   Q2,$91.9 B,14,GM,General Motors,0.014499999999999999
BRK,2013Q2,2013   Q2,$91.9 B,15,GHC,Graham Holdings Co.,0.0091
BRK,2013Q2,2013   Q2,$91.9 B,16,FWONA,Liberty Media Corp Formula One Series A,0.0078000000000000005
BRK,2013Q2,2013   Q2,$91.9 B,17,BNY,Bank of New York Mellon Corp.,0.0075
BRK,2013Q2,2013   Q2,$91.9 B,18,NOV,Nov Inc.,0.0067
BRK,2013Q2,2013   Q2,$91.9 B,19,MTB,M&T Bank Corp.,0.006500000000000001
BRK,2013Q2,2013   Q2,$91.9 B,20,CBI,Chicago Bridge & Iron Company,0.0062
BRK,2013Q1,2013   Q1,$85 B,1,WFC,Wells Fargo,0.19940000000000002
BRK,2013Q1,2013   Q1,$85 B,2,KO,Coca Cola Co.,0.19030000000000002
BRK,2013Q1,2013   Q1,$85 B,3,IBM,International Business Machines,0.1709
BRK,2013Q1,2013   Q1,$85 B,4,AXP,American Express,0.12029999999999999
BRK,2013Q1,2013   Q1,$85 B,5,PG,Procter & Gamble,0.0479
BRK,2013Q1,2013   Q1,$85 B,6,WMT,Walmart Inc.,0.0434
BRK,2013Q1,2013   Q1,$85 B,7,DTV,DIRECTV Group Inc.,0.0248
BRK,2013Q1,2013   Q1,$85 B,8,USB,U.S. Bancorp,0.0245
BRK,2013Q1,2013   Q1,$85 B,9,PSX,Phillips 66,0.022400000000000003
BRK,2013Q1,2013   Q1,$85 B,10,DVA,DaVita HealthCare Partners,0.0209
BRK,2013Q1,2013   Q1,$85 B,11,MCO,Moody's Corp.,0.0178
BRK,2013Q1,2013   Q1,$85 B,12,COP,ConocoPhillips,0.0171
BRK,2013Q1,2013   Q1,$85 B,13,GHC,Graham Holdings Co.,0.0091
BRK,2013Q1,2013   Q1,$85 B,14,GM,General Motors,0.008199999999999999
BRK,2013Q1,2013   Q1,$85 B,15,FWONA,Liberty Media Corp Formula One Series A,0.0074
BRK,2013Q1,2013   Q1,$85 B,16,MTB,M&T Bank Corp.,0.006500000000000001
BRK,2013Q1,2013   Q1,$85 B,17,BNY,Bank of New York Mellon Corp.,0.0062
BRK,2013Q1,2013   Q1,$85 B,18,NOV,Nov Inc.,0.0062
BRK,2013Q1,2013   Q1,$85 B,19,VIAB,Viacom Inc.,0.0055000000000000005
BRK,2013Q1,2013   Q1,$85 B,20,COST,Costco Co.,0.0054
BRK,2012Q4,2012   Q4,$75.3 B,1,WFC,Wells Fargo,0.1996
BRK,2012Q4,2012   Q4,$75.3 B,2,KO,Coca Cola Co.,0.1925
BRK,2012Q4,2012   Q4,$75.3 B,3,IBM,International Business Machines,0.1732
BRK,2012Q4,2012   Q4,$75.3 B,4,AXP,American Express,0.1157
BRK,2012Q4,2012   Q4,$75.3 B,5,PG,Procter & Gamble,0.047599999999999996
BRK,2012Q4,2012   Q4,$75.3 B,6,WMT,Walmart Inc.,0.043
BRK,2012Q4,2012   Q4,$75.3 B,7,USB,U.S. Bancorp,0.026000000000000002
BRK,2012Q4,2012   Q4,$75.3 B,8,DTV,DIRECTV Group Inc.,0.0227
BRK,2012Q4,2012   Q4,$75.3 B,9,DVA,DaVita HealthCare Partners,0.02
BRK,2012Q4,2012   Q4,$75.3 B,10,PSX,Phillips 66,0.0192
BRK,2012Q4,2012   Q4,$75.3 B,11,MCO,Moody's Corp.,0.019
BRK,2012Q4,2012   Q4,$75.3 B,12,COP,ConocoPhillips,0.018600000000000002
BRK,2012Q4,2012   Q4,$75.3 B,13,GM,General Motors,0.0096
BRK,2012Q4,2012   Q4,$75.3 B,14,FWONA,Liberty Media Corp Formula One Series A,0.0087
BRK,2012Q4,2012   Q4,$75.3 B,15,GHC,Graham Holdings Co.,0.0084
BRK,2012Q4,2012   Q4,$75.3 B,16,MTB,M&T Bank Corp.,0.006999999999999999
BRK,2012Q4,2012   Q4,$75.3 B,17,BNY,Bank of New York Mellon Corp.,0.0067
BRK,2012Q4,2012   Q4,$75.3 B,18,USG,USG Corp.,0.0064
BRK,2012Q4,2012   Q4,$75.3 B,19,COST,Costco Co.,0.005699999999999999
BRK,2012Q4,2012   Q4,$75.3 B,20,VIAB,Viacom Inc.,0.0053
BRK,2012Q3,2012   Q3,$75.3 B,1,KO,Coca Cola Co.,0.2014
BRK,2012Q3,2012   Q3,$75.3 B,2,WFC,Wells Fargo,0.1937
BRK,2012Q3,2012   Q3,$75.3 B,3,IBM,International Business Machines,0.1859
BRK,2012Q3,2012   Q3,$75.3 B,4,AXP,American Express,0.1144
BRK,2012Q3,2012   Q3,$75.3 B,5,PG,Procter & Gamble,0.048600000000000004
BRK,2012Q3,2012   Q3,$75.3 B,6,WMT,Walmart Inc.,0.0458
BRK,2012Q3,2012   Q3,$75.3 B,7,USB,U.S. Bancorp,0.0279
BRK,2012Q3,2012   Q3,$75.3 B,8,DTV,DIRECTV Group Inc.,0.0206
BRK,2012Q3,2012   Q3,$75.3 B,9,COP,ConocoPhillips,0.0183
BRK,2012Q3,2012   Q3,$75.3 B,10,PSX,Phillips 66,0.0167
BRK,2012Q3,2012   Q3,$75.3 B,11,MDLZ,Mondelez International,0.0167
BRK,2012Q3,2012   Q3,$75.3 B,12,MCO,Moody's Corp.,0.0167
BRK,2012Q3,2012   Q3,$75.3 B,13,DVA,DaVita HealthCare Partners,0.013999999999999999
BRK,2012Q3,2012   Q3,$75.3 B,14,GHC,Graham Holdings Co.,0.0083
BRK,2012Q3,2012   Q3,$75.3 B,15,FWONA,Liberty Media Corp Formula One Series A,0.0076
BRK,2012Q3,2012   Q3,$75.3 B,16,MTB,M&T Bank Corp.,0.0068000000000000005
BRK,2012Q3,2012   Q3,$75.3 B,17,BNY,Bank of New York Mellon Corp.,0.0059
BRK,2012Q3,2012   Q3,$75.3 B,18,COST,Costco Co.,0.0058
BRK,2012Q3,2012   Q3,$75.3 B,19,VIAB,Viacom Inc.,0.0054
BRK,2012Q3,2012   Q3,$75.3 B,20,USG,USG Corp.,0.005
BRK,2012Q2,2012   Q2,$74.3 B,1,KO,Coca Cola Co.,0.2104
BRK,2012Q2,2012   Q2,$74.3 B,2,WFC,Wells Fargo,0.18489999999999998
BRK,2012Q2,2012   Q2,$74.3 B,3,IBM,International Business Machines,0.1754
BRK,2012Q2,2012   Q2,$74.3 B,4,AXP,American Express,0.11869999999999999
BRK,2012Q2,2012   Q2,$74.3 B,5,PG,Procter & Gamble,0.049100000000000005
BRK,2012Q2,2012   Q2,$74.3 B,6,WMT,Walmart Inc.,0.0438
BRK,2012Q2,2012   Q2,$74.3 B,7,MDLZ,Mondelez International,0.030600000000000002
BRK,2012Q2,2012   Q2,$74.3 B,8,USB,U.S. Bancorp,0.0286
BRK,2012Q2,2012   Q2,$74.3 B,9,COP,ConocoPhillips,0.0217
BRK,2012Q2,2012   Q2,$74.3 B,10,DTV,DIRECTV Group Inc.,0.0187
BRK,2012Q2,2012   Q2,$74.3 B,11,MCO,Moody's Corp.,0.013999999999999999
BRK,2012Q2,2012   Q2,$74.3 B,12,DVA,DaVita HealthCare Partners,0.0123
BRK,2012Q2,2012   Q2,$74.3 B,13,PSX,Phillips 66,0.0121
BRK,2012Q2,2012   Q2,$74.3 B,14,JNJ,Johnson & Johnson,0.009399999999999999
BRK,2012Q2,2012   Q2,$74.3 B,15,GHC,Graham Holdings Co.,0.0087
BRK,2012Q2,2012   Q2,$74.3 B,16,FWONA,Liberty Media Corp Formula One Series A,0.006500000000000001
BRK,2012Q2,2012   Q2,$74.3 B,17,MTB,M&T Bank Corp.,0.006
BRK,2012Q2,2012   Q2,$74.3 B,18,BNY,Bank of New York Mellon Corp.,0.0055000000000000005
BRK,2012Q2,2012   Q2,$74.3 B,19,COST,Costco Co.,0.0055000000000000005
BRK,2012Q2,2012   Q2,$74.3 B,20,USG,USG Corp.,0.0044
BRK,2012Q1,2012   Q1,$75.3 B,1,KO,Coca Cola Co.,0.1966
BRK,2012Q1,2012   Q1,$75.3 B,2,WFC,Wells Fargo,0.1788
BRK,2012Q1,2012   Q1,$75.3 B,3,IBM,International Business Machines,0.1784
BRK,2012Q1,2012   Q1,$75.3 B,4,AXP,American Express,0.1165
BRK,2012Q1,2012   Q1,$75.3 B,5,PG,Procter & Gamble,0.0654
BRK,2012Q1,2012   Q1,$75.3 B,6,MDLZ,Mondelez International,0.0394
BRK,2012Q1,2012   Q1,$75.3 B,7,WMT,Walmart Inc.,0.038
BRK,2012Q1,2012   Q1,$75.3 B,8,COP,ConocoPhillips,0.0294
BRK,2012Q1,2012   Q1,$75.3 B,9,USB,U.S. Bancorp,0.028999999999999998
BRK,2012Q1,2012   Q1,$75.3 B,10,JNJ,Johnson & Johnson,0.0254
BRK,2012Q1,2012   Q1,$75.3 B,11,MCO,Moody's Corp.,0.0159
BRK,2012Q1,2012   Q1,$75.3 B,12,DTV,DIRECTV Group Inc.,0.0151
BRK,2012Q1,2012   Q1,$75.3 B,13,GHC,Graham Holdings Co.,0.0086
BRK,2012Q1,2012   Q1,$75.3 B,14,DVA,DaVita HealthCare Partners,0.0072
BRK,2012Q1,2012   Q1,$75.3 B,15,MTB,M&T Bank Corp.,0.0062
BRK,2012Q1,2012   Q1,$75.3 B,16,COST,Costco Co.,0.0052
BRK,2012Q1,2012   Q1,$75.3 B,17,V,Visa Inc.,0.0045000000000000005
BRK,2012Q1,2012   Q1,$75.3 B,18,CVS,CVS Health Corp.,0.0042
BRK,2012Q1,2012   Q1,$75.3 B,19,USG,USG Corp.,0.0039000000000000003
BRK,2012Q1,2012   Q1,$75.3 B,20,GD,General Dynamics,0.0038
BRK,2011Q4,2011   Q4,$66.2 B,1,KO,Coca Cola Co.,0.2115
BRK,2011Q4,2011   Q4,$66.2 B,2,IBM,International Business Machines,0.1776
BRK,2011Q4,2011   Q4,$66.2 B,3,WFC,Wells Fargo,0.15990000000000001
BRK,2011Q4,2011   Q4,$66.2 B,4,AXP,American Express,0.1081
BRK,2011Q4,2011   Q4,$66.2 B,5,PG,Procter & Gamble,0.0774
BRK,2011Q4,2011   Q4,$66.2 B,6,MDLZ,Mondelez International,0.0492
BRK,2011Q4,2011   Q4,$66.2 B,7,WMT,Walmart Inc.,0.0353
BRK,2011Q4,2011   Q4,$66.2 B,8,COP,ConocoPhillips,0.0321
BRK,2011Q4,2011   Q4,$66.2 B,9,JNJ,Johnson & Johnson,0.0288
BRK,2011Q4,2011   Q4,$66.2 B,10,USB,U.S. Bancorp,0.0282
BRK,2011Q4,2011   Q4,$66.2 B,11,MCO,Moody's Corp.,0.014499999999999999
BRK,2011Q4,2011   Q4,$66.2 B,12,DTV,DIRECTV Group Inc.,0.0132
BRK,2011Q4,2011   Q4,$66.2 B,13,GHC,Graham Holdings Co.,0.0098
BRK,2011Q4,2011   Q4,$66.2 B,14,MTB,M&T Bank Corp.,0.0062
BRK,2011Q4,2011   Q4,$66.2 B,15,COST,Costco Co.,0.0055000000000000005
BRK,2011Q4,2011   Q4,$66.2 B,16,CVS,CVS Health Corp.,0.0044
BRK,2011Q4,2011   Q4,$66.2 B,17,V,Visa Inc.,0.0044
BRK,2011Q4,2011   Q4,$66.2 B,18,INTC,Intel Corp.,0.0042
BRK,2011Q4,2011   Q4,$66.2 B,19,GD,General Dynamics,0.0039000000000000003
BRK,2011Q4,2011   Q4,$66.2 B,20,DVA,DaVita HealthCare Partners,0.0031
BRK,2011Q3,2011   Q3,$59.1 B,1,KO,Coca Cola Co.,0.2288
BRK,2011Q3,2011   Q3,$59.1 B,2,IBM,International Business Machines,0.1698
BRK,2011Q3,2011   Q3,$59.1 B,3,WFC,Wells Fargo,0.1476
BRK,2011Q3,2011   Q3,$59.1 B,4,AXP,American Express,0.1153
BRK,2011Q3,2011   Q3,$59.1 B,5,PG,Procter & Gamble,0.0821
BRK,2011Q3,2011   Q3,$59.1 B,6,MDLZ,Mondelez International,0.051
BRK,2011Q3,2011   Q3,$59.1 B,7,JNJ,Johnson & Johnson,0.0404
BRK,2011Q3,2011   Q3,$59.1 B,8,WMT,Walmart Inc.,0.034300000000000004
BRK,2011Q3,2011   Q3,$59.1 B,9,COP,ConocoPhillips,0.031200000000000002
BRK,2011Q3,2011   Q3,$59.1 B,10,USB,U.S. Bancorp,0.0275
BRK,2011Q3,2011   Q3,$59.1 B,11,MCO,Moody's Corp.,0.0147
BRK,2011Q3,2011   Q3,$59.1 B,12,GHC,Graham Holdings Co.,0.0096
BRK,2011Q3,2011   Q3,$59.1 B,13,MTB,M&T Bank Corp.,0.0064
BRK,2011Q3,2011   Q3,$59.1 B,14,COST,Costco Co.,0.006
BRK,2011Q3,2011   Q3,$59.1 B,15,INTC,Intel Corp.,0.0034000000000000002
BRK,2011Q3,2011   Q3,$59.1 B,16,V,Visa Inc.,0.0033
BRK,2011Q3,2011   Q3,$59.1 B,17,CVS,CVS Health Corp.,0.0032
BRK,2011Q3,2011   Q3,$59.1 B,18,GD,General Dynamics,0.003
BRK,2011Q3,2011   Q3,$59.1 B,19,DTV,DIRECTV Group Inc.,0.003
BRK,2011Q3,2011   Q3,$59.1 B,20,DG,Dollar General,0.0029
BRK,2011Q2,2011   Q2,$56.6 B,1,KO,Coca Cola Co.,0.2377
BRK,2011Q2,2011   Q2,$56.6 B,2,WFC,Wells Fargo,0.1746
BRK,2011Q2,2011   Q2,$56.6 B,3,AXP,American Express,0.1384
BRK,2011Q2,2011   Q2,$56.6 B,4,PG,Procter & Gamble,0.0862
BRK,2011Q2,2011   Q2,$56.6 B,5,IBM,International Business Machines,0.0753
BRK,2011Q2,2011   Q2,$56.6 B,6,MDLZ,Mondelez International,0.061900000000000004
BRK,2011Q2,2011   Q2,$56.6 B,7,JNJ,Johnson & Johnson,0.0501
BRK,2011Q2,2011   Q2,$56.6 B,8,COP,ConocoPhillips,0.038599999999999995
BRK,2011Q2,2011   Q2,$56.6 B,9,WMT,Walmart Inc.,0.0366
BRK,2011Q2,2011   Q2,$56.6 B,10,USB,U.S. Bancorp,0.0311
BRK,2011Q2,2011   Q2,$56.6 B,11,MCO,Moody's Corp.,0.0192
BRK,2011Q2,2011   Q2,$56.6 B,12,GHC,Graham Holdings Co.,0.0128
BRK,2011Q2,2011   Q2,$56.6 B,13,MTB,M&T Bank Corp.,0.0083
BRK,2011Q2,2011   Q2,$56.6 B,14,COST,Costco Co.,0.0062
BRK,2011Q2,2011   Q2,$56.6 B,15,USG,USG Corp.,0.0043
BRK,2011Q2,2011   Q2,$56.6 B,16,GL,Globe Life Inc.,0.0032
BRK,2011Q2,2011   Q2,$56.6 B,17,SNY,Sanofi Aventis,0.0029
BRK,2011Q2,2011   Q2,$56.6 B,18,GE,GE Aerospace,0.0026
BRK,2011Q2,2011   Q2,$56.6 B,19,MA,Mastercard Inc.,0.0022
BRK,2011Q2,2011   Q2,$56.6 B,20,UPS,United Parcel Service,0.0018
BRK,2011Q1,2011   Q1,$54.3 B,1,KO,Coca Cola Co.,0.24420000000000003
BRK,2011Q1,2011   Q1,$54.3 B,2,WFC,Wells Fargo,0.1999
BRK,2011Q1,2011   Q1,$54.3 B,3,AXP,American Express,0.1261
BRK,2011Q1,2011   Q1,$54.3 B,4,PG,Procter & Gamble,0.087
BRK,2011Q1,2011   Q1,$54.3 B,5,MDLZ,Mondelez International,0.060700000000000004
BRK,2011Q1,2011   Q1,$54.3 B,6,JNJ,Johnson & Johnson,0.04650000000000001
BRK,2011Q1,2011   Q1,$54.3 B,7,COP,ConocoPhillips,0.042800000000000005
BRK,2011Q1,2011   Q1,$54.3 B,8,WSC-OLD,Wesco Financial Corp.,0.0408
BRK,2011Q1,2011   Q1,$54.3 B,9,WMT,Walmart Inc.,0.0374
BRK,2011Q1,2011   Q1,$54.3 B,10,USB,U.S. Bancorp,0.0336
BRK,2011Q1,2011   Q1,$54.3 B,11,MCO,Moody's Corp.,0.0177
BRK,2011Q1,2011   Q1,$54.3 B,12,GHC,Graham Holdings Co.,0.0139
BRK,2011Q1,2011   Q1,$54.3 B,13,IBM,International Business Machines,0.013600000000000001
BRK,2011Q1,2011   Q1,$54.3 B,14,MTB,M&T Bank Corp.,0.0087
BRK,2011Q1,2011   Q1,$54.3 B,15,COST,Costco Co.,0.0058
BRK,2011Q1,2011   Q1,$54.3 B,16,USG,USG Corp.,0.0052
BRK,2011Q1,2011   Q1,$54.3 B,17,GL,Globe Life Inc.,0.0034999999999999996
BRK,2011Q1,2011   Q1,$54.3 B,18,GE,GE Aerospace,0.0029
BRK,2011Q1,2011   Q1,$54.3 B,19,SNY,Sanofi Aventis,0.0026
