fund,quarter,quarter_label,portfolio_value,rank,ticker,company,weight,sector
HC,2022Q1,2022   Q1,$2.38 B,5,META,Meta Platforms Inc.,0.0819,Communication Services
HC,2022Q1,2022   Q1,$2.38 B,6,AAPL,Apple Inc.,0.0557,Technology
HC,2021Q4,2021   Q4,$2.67 B,1,MU,Micron Technology Inc.,0.4012,Technology
HC,2021Q4,2021   Q4,$2.67 B,2,BAC,Bank of America Corp.,0.24359999999999998,Financials
HC,2021Q4,2021   Q4,$2.67 B,3,META,Meta Platforms Inc.,0.1106,Communication Services
HC,2021Q4,2021   Q4,$2.67 B,4,BRK.B,Berkshire Hathaway CL B,0.1007,Financials
HC,2021Q4,2021   Q4,$2.67 B,5,GOOG,Alphabet Inc. CL C,0.0933,Communication Services
HC,2021Q4,2021   Q4,$2.67 B,6,AAPL,Apple Inc.,0.0506,Technology
HC,2021Q3,2021   Q3,$2.15 B,1,MU,Micron Technology Inc.,0.37920000000000004,Technology
HC,2021Q3,2021   Q3,$2.15 B,2,BAC,Bank of America Corp.,0.24420000000000003,Financials
HC,2021Q3,2021   Q3,$2.15 B,3,BRK.B,Berkshire Hathaway CL B,0.11410000000000001,Financials
HC,2021Q3,2021   Q3,$2.15 B,4,GOOG,Alphabet Inc. CL C,0.1066,Communication Services
HC,2021Q3,2021   Q3,$2.15 B,5,META,Meta Platforms Inc.,0.09050000000000001,Communication Services
HC,2021Q3,2021   Q3,$2.15 B,6,AAPL,Apple Inc.,0.05,Technology
HC,2021Q3,2021   Q3,$2.15 B,7,PDD,Pinduoduo Inc.,0.015300000000000001,Consumer Discretionary
HC,2021Q2,2021   Q2,$2.05 B,1,MU,Micron Technology Inc.,0.47590000000000005,Technology
HC,2021Q2,2021   Q2,$2.05 B,2,BAC,Bank of America Corp.,0.2486,Financials
HC,2021Q2,2021   Q2,$2.05 B,3,GOOG,Alphabet Inc. CL C,0.1051,Communication Services
HC,2021Q2,2021   Q2,$2.05 B,4,META,Meta Platforms Inc.,0.09720000000000001,Communication Services
HC,2021Q2,2021   Q2,$2.05 B,5,AAPL,Apple Inc.,0.0508,Technology
HC,2021Q2,2021   Q2,$2.05 B,6,PDD,Pinduoduo Inc.,0.0225,Consumer Discretionary
HC,2021Q1,2021   Q1,$1.98 B,1,MU,Micron Technology Inc.,0.5117,Technology
HC,2021Q1,2021   Q1,$1.98 B,2,BAC,Bank of America Corp.,0.24170000000000003,Financials
HC,2021Q1,2021   Q1,$1.98 B,3,GOOG,Alphabet Inc. CL C,0.0898,Communication Services
HC,2021Q1,2021   Q1,$1.98 B,4,META,Meta Platforms Inc.,0.08529999999999999,Communication Services
HC,2021Q1,2021   Q1,$1.98 B,5,AAPL,Apple Inc.,0.046900000000000004,Technology
HC,2021Q1,2021   Q1,$1.98 B,6,PDD,Pinduoduo Inc.,0.0246,Consumer Discretionary
HC,2020Q4,2020   Q4,$1.82 B,1,MU,Micron Technology Inc.,0.4752,Technology
HC,2020Q4,2020   Q4,$1.82 B,2,BAC,Bank of America Corp.,0.20629999999999998,Financials
HC,2020Q4,2020   Q4,$1.82 B,3,META,Meta Platforms Inc.,0.1445,Communication Services
HC,2020Q4,2020   Q4,$1.82 B,4,GOOG,Alphabet Inc. CL C,0.08289999999999999,Communication Services
HC,2020Q4,2020   Q4,$1.82 B,5,AAPL,Apple Inc.,0.0555,Technology
HC,2020Q4,2020   Q4,$1.82 B,6,PDD,Pinduoduo Inc.,0.0355,Consumer Discretionary
HC,2020Q3,2020   Q3,$1.31 B,1,MU,Micron Technology Inc.,0.41090000000000004,Technology
HC,2020Q3,2020   Q3,$1.31 B,2,META,Meta Platforms Inc.,0.2658,Communication Services
HC,2020Q3,2020   Q3,$1.31 B,3,BAC,Bank of America Corp.,0.22699999999999998,Financials
HC,2020Q3,2020   Q3,$1.31 B,4,GOOG,Alphabet Inc. CL C,0.09630000000000001,Communication Services
HC,2020Q2,2020   Q2,$1.06 B,1,MU,Micron Technology Inc.,0.4799,Technology
HC,2020Q2,2020   Q2,$1.06 B,2,BAC,Bank of America Corp.,0.2759,Financials
HC,2020Q2,2020   Q2,$1.06 B,3,META,Meta Platforms Inc.,0.13,Communication Services
HC,2020Q2,2020   Q2,$1.06 B,4,GOOG,Alphabet Inc. CL C,0.1142,Communication Services
HC,2020Q1,2020   Q1,$713 M,1,MU,Micron Technology Inc.,0.5844,Technology
HC,2020Q1,2020   Q1,$713 M,2,BAC,Bank of America Corp.,0.3679,Financials
HC,2020Q1,2020   Q1,$713 M,3,BABA,Alibaba Group Holdings,0.04769999999999999,Consumer Discretionary
HC,2019Q4,2019   Q4,$420 M,1,MU,Micron Technology Inc.,1.0,Technology
tci,2026Q2,2026   Q2,$52.8 B,1,GE,GE Aerospace,0.33590000000000003,Industrials
tci,2026Q2,2026   Q2,$52.8 B,2,V,Visa Inc.,0.19829999999999998,Financials
tci,2026Q2,2026   Q2,$52.8 B,3,MCO,Moody's Corp.,0.12300000000000001,Financials
tci,2026Q2,2026   Q2,$52.8 B,4,SPGI,S&P Global Inc.,0.10869999999999999,Financials
tci,2026Q2,2026   Q2,$52.8 B,5,CP,Canadian Pacific Kansas City,0.07440000000000001,Industrials
tci,2026Q2,2026   Q2,$52.8 B,6,GOOG,Alphabet Inc. CL C,0.0665,Communication Services
tci,2026Q2,2026   Q2,$52.8 B,7,FER,Ferrovial Se,0.027200000000000002,Industrials
tci,2026Q2,2026   Q2,$52.8 B,8,CNI,Canadian Natl Railway Co.,0.0213,Industrials
tci,2026Q2,2026   Q2,$52.8 B,9,GOOGL,Alphabet Inc.,0.0166,Communication Services
tci,2026Q2,2026   Q2,$52.8 B,10,MLM,Martin Marietta,0.0144,Materials
tci,2026Q2,2026   Q2,$52.8 B,11,VMC,Vulcan Materials,0.0137,Materials
tci,2026Q1,2026   Q1,$45.2 B,1,GE,GE Aerospace,0.2985,Industrials
tci,2026Q1,2026   Q1,$45.2 B,2,V,Visa Inc.,0.2039,Financials
tci,2026Q1,2026   Q1,$45.2 B,3,MCO,Moody's Corp.,0.1384,Financials
tci,2026Q1,2026   Q1,$45.2 B,4,SPGI,S&P Global Inc.,0.1322,Financials
tci,2026Q1,2026   Q1,$45.2 B,5,CP,Canadian Pacific Kansas City,0.081,Industrials
tci,2026Q1,2026   Q1,$45.2 B,6,GOOG,Alphabet Inc. CL C,0.0562,Communication Services
tci,2026Q1,2026   Q1,$45.2 B,7,FER,Ferrovial Se,0.0294,Industrials
tci,2026Q1,2026   Q1,$45.2 B,8,CNI,Canadian Natl Railway Co.,0.022400000000000003,Industrials
tci,2026Q1,2026   Q1,$45.2 B,9,MSFT,Microsoft Corp.,0.022400000000000003,Technology
tci,2026Q1,2026   Q1,$45.2 B,10,GOOGL,Alphabet Inc.,0.015600000000000001,Communication Services
tci,2025Q4,2025   Q4,$53.6 B,1,GE,GE Aerospace,0.2728,Industrials
tci,2025Q4,2025   Q4,$53.6 B,2,V,Visa Inc.,0.1812,Financials
tci,2025Q4,2025   Q4,$53.6 B,3,MSFT,Microsoft Corp.,0.15130000000000002,Technology
tci,2025Q4,2025   Q4,$53.6 B,4,MCO,Moody's Corp.,0.1267,Financials
tci,2025Q4,2025   Q4,$53.6 B,5,SPGI,S&P Global Inc.,0.1148,Financials
tci,2025Q4,2025   Q4,$53.6 B,6,CP,Canadian Pacific Kansas City,0.0654,Industrials
tci,2025Q4,2025   Q4,$53.6 B,7,GOOG,Alphabet Inc. CL C,0.0444,Communication Services
tci,2025Q4,2025   Q4,$53.6 B,8,FER,Ferrovial Se,0.025099999999999997,Industrials
tci,2025Q4,2025   Q4,$53.6 B,9,CNI,Canadian Natl Railway Co.,0.0182,Industrials
tci,2025Q3,2025   Q3,$52.7 B,1,GE,GE Aerospace,0.2712,Industrials
tci,2025Q3,2025   Q3,$52.7 B,2,V,Visa Inc.,0.1818,Financials
tci,2025Q3,2025   Q3,$52.7 B,3,MSFT,Microsoft Corp.,0.1631,Technology
tci,2025Q3,2025   Q3,$52.7 B,4,MCO,Moody's Corp.,0.12029999999999999,Financials
tci,2025Q3,2025   Q3,$52.7 B,5,SPGI,S&P Global Inc.,0.1033,Financials
tci,2025Q3,2025   Q3,$52.7 B,6,CP,Canadian Pacific Kansas City,0.0705,Industrials
tci,2025Q3,2025   Q3,$52.7 B,7,GOOG,Alphabet Inc. CL C,0.0351,Communication Services
tci,2025Q3,2025   Q3,$52.7 B,8,CNI,Canadian Natl Railway Co.,0.0336,Industrials
tci,2025Q3,2025   Q3,$52.7 B,9,FER,Ferrovial Se,0.021099999999999997,Industrials
tci,2025Q2,2025   Q2,$50.7 B,1,GE,GE Aerospace,0.2412,Industrials
tci,2025Q2,2025   Q2,$50.7 B,2,MSFT,Microsoft Corp.,0.1723,Technology
tci,2025Q2,2025   Q2,$50.7 B,3,V,Visa Inc.,0.1335,Financials
tci,2025Q2,2025   Q2,$50.7 B,4,MCO,Moody's Corp.,0.131,Financials
tci,2025Q2,2025   Q2,$50.7 B,5,SPGI,S&P Global Inc.,0.1153,Financials
tci,2025Q2,2025   Q2,$50.7 B,6,CP,Canadian Pacific Kansas City,0.08259999999999999,Industrials
tci,2025Q2,2025   Q2,$50.7 B,7,CNI,Canadian Natl Railway Co.,0.0472,Industrials
tci,2025Q2,2025   Q2,$50.7 B,8,GOOG,Alphabet Inc. CL C,0.0454,Communication Services
tci,2025Q2,2025   Q2,$50.7 B,9,FER,Ferrovial Se,0.020499999999999997,Industrials
tci,2025Q2,2025   Q2,$50.7 B,10,GOOGL,Alphabet Inc.,0.011000000000000001,Communication Services
tci,2025Q1,2025   Q1,$43.4 B,1,GE,GE Aerospace,0.2195,Industrials
tci,2025Q1,2025   Q1,$43.4 B,2,MSFT,Microsoft Corp.,0.1497,Technology
tci,2025Q1,2025   Q1,$43.4 B,3,MCO,Moody's Corp.,0.1413,Financials
tci,2025Q1,2025   Q1,$43.4 B,4,V,Visa Inc.,0.1344,Financials
tci,2025Q1,2025   Q1,$43.4 B,5,SPGI,S&P Global Inc.,0.12140000000000001,Financials
tci,2025Q1,2025   Q1,$43.4 B,6,CP,Canadian Pacific Kansas City,0.0889,Industrials
tci,2025Q1,2025   Q1,$43.4 B,7,CNI,Canadian Natl Railway Co.,0.0604,Industrials
tci,2025Q1,2025   Q1,$43.4 B,8,GOOG,Alphabet Inc. CL C,0.0499,Communication Services
tci,2025Q1,2025   Q1,$43.4 B,9,FER,Ferrovial Se,0.0199,Industrials
tci,2025Q1,2025   Q1,$43.4 B,10,GOOGL,Alphabet Inc.,0.0146,Communication Services
tci,2024Q4,2024   Q4,$42.4 B,1,GE,GE Aerospace,0.1809,Industrials
tci,2024Q4,2024   Q4,$42.4 B,2,MCO,Moody's Corp.,0.1478,Financials
tci,2024Q4,2024   Q4,$42.4 B,3,MSFT,Microsoft Corp.,0.1391,Technology
tci,2024Q4,2024   Q4,$42.4 B,4,V,Visa Inc.,0.1252,Financials
tci,2024Q4,2024   Q4,$42.4 B,5,SPGI,S&P Global Inc.,0.12210000000000001,Financials
tci,2024Q4,2024   Q4,$42.4 B,6,CP,Canadian Pacific Kansas City,0.09369999999999999,Industrials
tci,2024Q4,2024   Q4,$42.4 B,7,GOOG,Alphabet Inc. CL C,0.0741,Communication Services
tci,2024Q4,2024   Q4,$42.4 B,8,CNI,Canadian Natl Railway Co.,0.0711,Industrials
tci,2024Q4,2024   Q4,$42.4 B,9,GOOGL,Alphabet Inc.,0.0269,Communication Services
tci,2024Q4,2024   Q4,$42.4 B,10,FER,Ferrovial Se,0.0192,Industrials
tci,2024Q3,2024   Q3,$44 B,1,GE,GE Aerospace,0.2064,Industrials
tci,2024Q3,2024   Q3,$44 B,2,MCO,Moody's Corp.,0.14279999999999998,Financials
tci,2024Q3,2024   Q3,$44 B,3,SPGI,S&P Global Inc.,0.12210000000000001,Financials
tci,2024Q3,2024   Q3,$44 B,4,MSFT,Microsoft Corp.,0.11720000000000001,Technology
tci,2024Q3,2024   Q3,$44 B,5,CP,Canadian Pacific Kansas City,0.1067,Industrials
tci,2024Q3,2024   Q3,$44 B,6,V,Visa Inc.,0.10490000000000001,Financials
tci,2024Q3,2024   Q3,$44 B,7,CNI,Canadian Natl Railway Co.,0.0943,Industrials
tci,2024Q3,2024   Q3,$44 B,8,GOOG,Alphabet Inc. CL C,0.0643,Communication Services
tci,2024Q3,2024   Q3,$44 B,9,GOOGL,Alphabet Inc.,0.0227,Communication Services
tci,2024Q3,2024   Q3,$44 B,10,FER,Ferrovial Se,0.018600000000000002,Industrials
tci,2024Q2,2024   Q2,$40.9 B,1,GE,GE Aerospace,0.18719999999999998,Industrials
tci,2024Q2,2024   Q2,$40.9 B,2,MCO,Moody's Corp.,0.1363,Financials
tci,2024Q2,2024   Q2,$40.9 B,3,MSFT,Microsoft Corp.,0.115,Technology
tci,2024Q2,2024   Q2,$40.9 B,4,CNI,Canadian Natl Railway Co.,0.114,Industrials
tci,2024Q2,2024   Q2,$40.9 B,5,SPGI,S&P Global Inc.,0.1133,Financials
tci,2024Q2,2024   Q2,$40.9 B,6,V,Visa Inc.,0.10769999999999999,Financials
tci,2024Q2,2024   Q2,$40.9 B,7,CP,Canadian Pacific Kansas City,0.1057,Industrials
tci,2024Q2,2024   Q2,$40.9 B,8,GOOG,Alphabet Inc. CL C,0.0759,Communication Services
tci,2024Q2,2024   Q2,$40.9 B,9,GOOGL,Alphabet Inc.,0.0268,Communication Services
tci,2024Q2,2024   Q2,$40.9 B,10,FER,Ferrovial Se,0.0181,Industrials
tci,2024Q1,2024   Q1,$39.7 B,1,GE,GE Aerospace,0.2072,Industrials
tci,2024Q1,2024   Q1,$39.7 B,2,CNI,Canadian Natl Railway Co.,0.13119999999999998,Industrials
tci,2024Q1,2024   Q1,$39.7 B,3,CP,Canadian Pacific Kansas City,0.12210000000000001,Industrials
tci,2024Q1,2024   Q1,$39.7 B,4,MCO,Moody's Corp.,0.1209,Financials
tci,2024Q1,2024   Q1,$39.7 B,5,V,Visa Inc.,0.1182,Financials
tci,2024Q1,2024   Q1,$39.7 B,6,MSFT,Microsoft Corp.,0.1117,Technology
tci,2024Q1,2024   Q1,$39.7 B,7,SPGI,S&P Global Inc.,0.0969,Financials
tci,2024Q1,2024   Q1,$39.7 B,8,GOOG,Alphabet Inc. CL C,0.065,Communication Services
tci,2024Q1,2024   Q1,$39.7 B,9,TMO,Thermo Fisher Scientific,0.0222,Healthcare
tci,2024Q1,2024   Q1,$39.7 B,10,GOOGL,Alphabet Inc.,0.0046,Communication Services
tci,2023Q4,2023   Q4,$36 B,1,GE,GE Aerospace,0.1478,Industrials
tci,2023Q4,2023   Q4,$36 B,2,CNI,Canadian Natl Railway Co.,0.1401,Industrials
tci,2023Q4,2023   Q4,$36 B,3,MCO,Moody's Corp.,0.1308,Financials
tci,2023Q4,2023   Q4,$36 B,4,CP,Canadian Pacific Kansas City,0.12210000000000001,Industrials
tci,2023Q4,2023   Q4,$36 B,5,V,Visa Inc.,0.1216,Financials
tci,2023Q4,2023   Q4,$36 B,6,MSFT,Microsoft Corp.,0.1112,Technology
tci,2023Q4,2023   Q4,$36 B,7,SPGI,S&P Global Inc.,0.1106,Financials
tci,2023Q4,2023   Q4,$36 B,8,GOOG,Alphabet Inc. CL C,0.0663,Communication Services
tci,2023Q4,2023   Q4,$36 B,9,TMO,Thermo Fisher Scientific,0.0464,Healthcare
tci,2023Q4,2023   Q4,$36 B,10,FERG,Ferguson Enterprises Inc.,0.0023,Industrials
tci,2023Q4,2023   Q4,$36 B,11,GOOGL,Alphabet Inc.,0.0006,Communication Services
tci,2023Q3,2023   Q3,$27.6 B,1,GE,GE Aerospace,0.16699999999999998,Industrials
tci,2023Q3,2023   Q3,$27.6 B,2,CNI,Canadian Natl Railway Co.,0.1606,Industrials
tci,2023Q3,2023   Q3,$27.6 B,3,CP,Canadian Pacific Kansas City,0.1506,Industrials
tci,2023Q3,2023   Q3,$27.6 B,4,V,Visa Inc.,0.1402,Financials
tci,2023Q3,2023   Q3,$27.6 B,5,SPGI,S&P Global Inc.,0.1201,Financials
tci,2023Q3,2023   Q3,$27.6 B,6,MCO,Moody's Corp.,0.11900000000000001,Financials
tci,2023Q3,2023   Q3,$27.6 B,7,GOOG,Alphabet Inc. CL C,0.081,Communication Services
tci,2023Q3,2023   Q3,$27.6 B,8,TMO,Thermo Fisher Scientific,0.058600000000000006,Healthcare
tci,2023Q3,2023   Q3,$27.6 B,9,FERG,Ferguson Enterprises Inc.,0.0029,Industrials
tci,2023Q2,2023   Q2,$33.7 B,1,CNI,Canadian Natl Railway Co.,0.1471,Industrials
tci,2023Q2,2023   Q2,$33.7 B,2,GE,GE Aerospace,0.1359,Industrials
tci,2023Q2,2023   Q2,$33.7 B,3,CP,Canadian Pacific Kansas City,0.1341,Industrials
tci,2023Q2,2023   Q2,$33.7 B,4,V,Visa Inc.,0.1255,Financials
tci,2023Q2,2023   Q2,$33.7 B,5,MSFT,Microsoft Corp.,0.1198,Technology
tci,2023Q2,2023   Q2,$33.7 B,6,SPGI,S&P Global Inc.,0.11109999999999999,Financials
tci,2023Q2,2023   Q2,$33.7 B,7,MCO,Moody's Corp.,0.10869999999999999,Financials
tci,2023Q2,2023   Q2,$33.7 B,8,GOOG,Alphabet Inc. CL C,0.0665,Communication Services
tci,2023Q2,2023   Q2,$33.7 B,9,TMO,Thermo Fisher Scientific,0.0492,Healthcare
tci,2023Q2,2023   Q2,$33.7 B,10,FERG,Ferguson Enterprises Inc.,0.0023,Industrials
tci,2023Q1,2023   Q1,$29.2 B,1,MSFT,Microsoft Corp.,0.151,Technology
tci,2023Q1,2023   Q1,$29.2 B,2,V,Visa Inc.,0.1489,Financials
tci,2023Q1,2023   Q1,$29.2 B,3,CNI,Canadian Natl Railway Co.,0.1483,Industrials
tci,2023Q1,2023   Q1,$29.2 B,4,CP,Canadian Pacific Kansas City,0.1472,Industrials
tci,2023Q1,2023   Q1,$29.2 B,5,SPGI,S&P Global Inc.,0.1101,Financials
tci,2023Q1,2023   Q1,$29.2 B,6,MCO,Moody's Corp.,0.10869999999999999,Financials
tci,2023Q1,2023   Q1,$29.2 B,7,GE,GE Aerospace,0.0855,Industrials
tci,2023Q1,2023   Q1,$29.2 B,8,GOOG,Alphabet Inc. CL C,0.08380000000000001,Communication Services
tci,2023Q1,2023   Q1,$29.2 B,9,TMO,Thermo Fisher Scientific,0.0165,Healthcare
tci,2022Q4,2022   Q4,$29.9 B,1,MSFT,Microsoft Corp.,0.1784,Technology
tci,2022Q4,2022   Q4,$29.9 B,2,GOOG,Alphabet Inc. CL C,0.1617,Communication Services
tci,2022Q4,2022   Q4,$29.9 B,3,CNI,Canadian Natl Railway Co.,0.1456,Industrials
tci,2022Q4,2022   Q4,$29.9 B,4,CP,Canadian Pacific Kansas City,0.1391,Industrials
tci,2022Q4,2022   Q4,$29.9 B,5,V,Visa Inc.,0.1384,Financials
tci,2022Q4,2022   Q4,$29.9 B,6,SPGI,S&P Global Inc.,0.10279999999999999,Financials
tci,2022Q4,2022   Q4,$29.9 B,7,MCO,Moody's Corp.,0.0858,Financials
tci,2022Q4,2022   Q4,$29.9 B,8,GOOGL,Alphabet Inc.,0.0471,Communication Services
tci,2022Q4,2022   Q4,$29.9 B,9,TMO,Thermo Fisher Scientific,0.0012,Healthcare
tci,2022Q4,2022   Q4,$29.9 B,10,UNP,Union Pacific,0.0,Industrials
tci,2022Q3,2022   Q3,$28.6 B,1,GOOG,Alphabet Inc. CL C,0.1764,Communication Services
tci,2022Q3,2022   Q3,$28.6 B,2,MSFT,Microsoft Corp.,0.162,Technology
tci,2022Q3,2022   Q3,$28.6 B,3,CNI,Canadian Natl Railway Co.,0.1386,Industrials
tci,2022Q3,2022   Q3,$28.6 B,4,CP,Canadian Pacific Kansas City,0.1304,Industrials
tci,2022Q3,2022   Q3,$28.6 B,5,V,Visa Inc.,0.12390000000000001,Financials
tci,2022Q3,2022   Q3,$28.6 B,6,SPGI,S&P Global Inc.,0.09369999999999999,Financials
tci,2022Q3,2022   Q3,$28.6 B,7,MCO,Moody's Corp.,0.0702,Financials
tci,2022Q3,2022   Q3,$28.6 B,8,GOOGL,Alphabet Inc.,0.053399999999999996,Communication Services
tci,2022Q3,2022   Q3,$28.6 B,9,UNP,Union Pacific,0.0377,Industrials
tci,2022Q3,2022   Q3,$28.6 B,10,BXP,BXP Inc.,0.0137,Real Estate
tci,2022Q2,2022   Q2,$31.6 B,1,GOOG,Alphabet Inc. CL C,0.1714,Communication Services
tci,2022Q2,2022   Q2,$31.6 B,2,MSFT,Microsoft Corp.,0.1595,Technology
tci,2022Q2,2022   Q2,$31.6 B,3,CNI,Canadian Natl Railway Co.,0.1306,Industrials
tci,2022Q2,2022   Q2,$31.6 B,4,V,Visa Inc.,0.1241,Financials
tci,2022Q2,2022   Q2,$31.6 B,5,CP,Canadian Pacific Kansas City,0.1235,Industrials
tci,2022Q2,2022   Q2,$31.6 B,6,SPGI,S&P Global Inc.,0.0935,Financials
tci,2022Q2,2022   Q2,$31.6 B,7,MCO,Moody's Corp.,0.071,Financials
tci,2022Q2,2022   Q2,$31.6 B,8,GOOGL,Alphabet Inc.,0.053,Communication Services
tci,2022Q2,2022   Q2,$31.6 B,9,UNP,Union Pacific,0.0354,Industrials
tci,2022Q2,2022   Q2,$31.6 B,10,BXP,BXP Inc.,0.0297,Real Estate
tci,2022Q2,2022   Q2,$31.6 B,11,AMAT,Applied Materials,0.0055000000000000005,Technology
tci,2022Q2,2022   Q2,$31.6 B,12,KLAC,KLA Corp.,0.0016,Technology
tci,2022Q2,2022   Q2,$31.6 B,13,LRCX,Lam Research,0.0012,Technology
tci,2022Q1,2022   Q1,$36.8 B,1,GOOG,Alphabet Inc. CL C,0.1797,Communication Services
tci,2022Q1,2022   Q1,$36.8 B,2,MSFT,Microsoft Corp.,0.1445,Technology
tci,2022Q1,2022   Q1,$36.8 B,3,CNI,Canadian Natl Railway Co.,0.1336,Industrials
tci,2022Q1,2022   Q1,$36.8 B,4,CP,Canadian Pacific Kansas City,0.1251,Industrials
tci,2022Q1,2022   Q1,$36.8 B,5,V,Visa Inc.,0.1199,Financials
tci,2022Q1,2022   Q1,$36.8 B,6,SPGI,S&P Global Inc.,0.076,Financials
tci,2022Q1,2022   Q1,$36.8 B,7,MCO,Moody's Corp.,0.0667,Financials
tci,2022Q1,2022   Q1,$36.8 B,8,GOOGL,Alphabet Inc.,0.0433,Communication Services
tci,2022Q1,2022   Q1,$36.8 B,9,BXP,BXP Inc.,0.0409,Real Estate
tci,2022Q1,2022   Q1,$36.8 B,10,UNP,Union Pacific,0.039,Industrials
tci,2022Q1,2022   Q1,$36.8 B,11,CHTR,Charter Communications,0.0313,Communication Services
tci,2021Q4,2021   Q4,$44.4 B,1,GOOG,Alphabet Inc. CL C,0.19219999999999998,Communication Services
tci,2021Q4,2021   Q4,$44.4 B,2,CHTR,Charter Communications,0.1438,Communication Services
tci,2021Q4,2021   Q4,$44.4 B,3,MSFT,Microsoft Corp.,0.1263,Technology
tci,2021Q4,2021   Q4,$44.4 B,4,V,Visa Inc.,0.11259999999999999,Financials
tci,2021Q4,2021   Q4,$44.4 B,5,CNI,Canadian Natl Railway Co.,0.1015,Industrials
tci,2021Q4,2021   Q4,$44.4 B,6,CP,Canadian Pacific Kansas City,0.09050000000000001,Industrials
tci,2021Q4,2021   Q4,$44.4 B,7,MCO,Moody's Corp.,0.057699999999999994,Financials
tci,2021Q4,2021   Q4,$44.4 B,8,GOOGL,Alphabet Inc.,0.0403,Communication Services
tci,2021Q4,2021   Q4,$44.4 B,9,SPGI,S&P Global Inc.,0.0398,Financials
tci,2021Q4,2021   Q4,$44.4 B,10,UNP,Union Pacific,0.0348,Industrials
tci,2021Q4,2021   Q4,$44.4 B,11,BXP,BXP Inc.,0.0323,Real Estate
tci,2021Q4,2021   Q4,$44.4 B,12,INFO-OLD,IHS Markit Ltd.,0.0229,Unknown
tci,2021Q4,2021   Q4,$44.4 B,13,ARE,Alexandria RE Equities Inc.,0.0052,Real Estate
tci,2021Q3,2021   Q3,$41.6 B,1,GOOG,Alphabet Inc. CL C,0.18899999999999997,Communication Services
tci,2021Q3,2021   Q3,$41.6 B,2,CHTR,Charter Communications,0.18100000000000002,Communication Services
tci,2021Q3,2021   Q3,$41.6 B,3,MSFT,Microsoft Corp.,0.11289999999999999,Technology
tci,2021Q3,2021   Q3,$41.6 B,4,V,Visa Inc.,0.1067,Financials
tci,2021Q3,2021   Q3,$41.6 B,5,CNI,Canadian Natl Railway Co.,0.102,Industrials
tci,2021Q3,2021   Q3,$41.6 B,6,CP,Canadian Pacific Kansas City,0.0874,Industrials
tci,2021Q3,2021   Q3,$41.6 B,7,MCO,Moody's Corp.,0.055999999999999994,Financials
tci,2021Q3,2021   Q3,$41.6 B,8,SPGI,S&P Global Inc.,0.049100000000000005,Financials
tci,2021Q3,2021   Q3,$41.6 B,9,GOOGL,Alphabet Inc.,0.0397,Communication Services
tci,2021Q3,2021   Q3,$41.6 B,10,BXP,BXP Inc.,0.0338,Real Estate
tci,2021Q3,2021   Q3,$41.6 B,11,UNP,Union Pacific,0.0269,Industrials
tci,2021Q3,2021   Q3,$41.6 B,12,INFO-OLD,IHS Markit Ltd.,0.0108,Unknown
tci,2021Q3,2021   Q3,$41.6 B,13,ARE,Alexandria RE Equities Inc.,0.0048,Real Estate
tci,2021Q2,2021   Q2,$40.1 B,1,CHTR,Charter Communications,0.1869,Communication Services
tci,2021Q2,2021   Q2,$40.1 B,2,GOOG,Alphabet Inc. CL C,0.1845,Communication Services
tci,2021Q2,2021   Q2,$40.1 B,3,MSFT,Microsoft Corp.,0.1384,Technology
tci,2021Q2,2021   Q2,$40.1 B,4,CP,Canadian Pacific Kansas City,0.10710000000000001,Industrials
tci,2021Q2,2021   Q2,$40.1 B,5,V,Visa Inc.,0.08199999999999999,Financials
tci,2021Q2,2021   Q2,$40.1 B,6,CNI,Canadian Natl Railway Co.,0.07919999999999999,Industrials
tci,2021Q2,2021   Q2,$40.1 B,7,SPGI,S&P Global Inc.,0.0599,Financials
tci,2021Q2,2021   Q2,$40.1 B,8,MCO,Moody's Corp.,0.0593,Financials
tci,2021Q2,2021   Q2,$40.1 B,9,GOOGL,Alphabet Inc.,0.037599999999999995,Communication Services
tci,2021Q2,2021   Q2,$40.1 B,10,BXP,BXP Inc.,0.0327,Real Estate
tci,2021Q2,2021   Q2,$40.1 B,11,UNP,Union Pacific,0.031400000000000004,Industrials
tci,2021Q2,2021   Q2,$40.1 B,12,ARE,Alexandria RE Equities Inc.,0.0007000000000000001,Real Estate
tci,2021Q2,2021   Q2,$40.1 B,13,KRC,Kilroy Realty Corp.,0.0002,Real Estate
tci,2021Q1,2021   Q1,$34.4 B,1,CHTR,Charter Communications,0.1837,Communication Services
tci,2021Q1,2021   Q1,$34.4 B,2,GOOG,Alphabet Inc. CL C,0.1773,Communication Services
tci,2021Q1,2021   Q1,$34.4 B,3,MSFT,Microsoft Corp.,0.1402,Technology
tci,2021Q1,2021   Q1,$34.4 B,4,CP,Canadian Pacific Kansas City,0.12369999999999999,Industrials
tci,2021Q1,2021   Q1,$34.4 B,5,V,Visa Inc.,0.0864,Financials
tci,2021Q1,2021   Q1,$34.4 B,6,CNI,Canadian Natl Railway Co.,0.07,Industrials
tci,2021Q1,2021   Q1,$34.4 B,7,SPGI,S&P Global Inc.,0.06,Financials
tci,2021Q1,2021   Q1,$34.4 B,8,MCO,Moody's Corp.,0.056900000000000006,Financials
tci,2021Q1,2021   Q1,$34.4 B,9,UNP,Union Pacific,0.0385,Industrials
tci,2021Q1,2021   Q1,$34.4 B,10,GOOGL,Alphabet Inc.,0.037000000000000005,Communication Services
