horizon,n_breakouts,mean_breakout,median_breakout,pct_positive,mean_all,t_stat,p_value,excess_vs_all
30,58,0.08868163919924424,0.07345268642476688,0.7241379310344828,0.05920834324596408,1.1061499916421644,0.2733083976411528,0.02947329595328016
60,58,0.10305726459525565,0.16282621254028684,0.6379310344827587,0.12711031228439254,-0.6147687298414835,0.5411539463445116,-0.024053047689136894
120,58,0.20012437200085126,0.16141701065352665,0.7068965517241379,0.29621281293012836,-1.7067774408856777,0.09330635593850505,-0.0960884409292771
365,58,1.9884904506486931,1.029990328912276,0.8620689655172413,1.4334325700054915,1.2355343034401955,0.22169985650466884,0.5550578806432016
