strategy,total_return,cagr,volatility_ann,sharpe,sortino,max_drawdown,drawdown_trough,drawdown_recovery,win_rate,win_rate_invested,num_trades,final_equity
Breakout Strategy,13.482811712616195,0.2502051993826193,0.31459609493206137,0.8657755070798696,0.490872804286035,-0.3366711611880004,2017-12-30,2021-01-02,0.08651865415426871,0.5616641901931649,37,14.482811712616195
BTC Buy&Hold,178.46680495580216,0.5427832775366621,0.6937234412043045,0.9750935667239042,1.3097627858937833,-0.8355625125924089,2018-12-15,2020-11-30,0.5195696955825132,0.5196886446886447,1,179.46680495580216
SPY Buy&Hold,2.8365628891656147,0.11914973024412956,0.17546639174704443,0.7298436809528571,0.897543123293505,-0.3410474670449843,2020-03-23,2020-08-18,0.5445182724252492,0.544699235626454,1,3.8365628891656147
